clienteId,transaccionId,fecha,canal,ipOrigen
CL-0360,TX-01360,2023-09-15,transferencia,17.8.159.99
CL-0361,TX-01361,2024-06-21,transferencia,151.102.21.118
CL-0362,TX-01362,2024-02-28,app_movil,8.13.93.139
CL-0363,TX-01363,2024-11-16,online,195.175.128.109
CL-0364,TX-01364,2023-09-11,transferencia,167.122.181.39
CL-0365,TX-01365,2024-02-11,app_movil,203.12.105.248
CL-0366,TX-01366,2023-07-15,ATM,208.41.216.167
CL-0367,TX-01367,2024-03-10,transferencia,119.184.152.148
CL-0368,TX-01368,2024-01-23,ATM,101.42.137.44
CL-0369,TX-01369,2024-12-14,online,199.189.245.4
CL-0370,TX-01370,2024-11-26,POS,137.13.212.238
CL-0371,TX-01371,2024-12-12,transferencia,219.25.102.140
CL-0372,TX-01372,2023-09-01,app_movil,26.194.178.138
CL-0373,TX-01373,2024-10-14,app_movil,73.80.27.25
CL-0374,TX-01374,2024-09-15,online,107.9.222.185
CL-0375,TX-01375,2024-06-21,ATM,142.216.183.129
CL-0376,TX-01376,2023-09-26,ATM,53.26.42.23
CL-0377,TX-01377,2023-03-25,transferencia,57.156.4.87
CL-0378,TX-01378,2023-01-19,transferencia,134.217.172.99
CL-0379,TX-01379,2024-09-07,POS,122.45.247.249
CL-0380,TX-01380,2024-04-24,transferencia,66.207.252.232
CL-0381,TX-01381,2024-06-04,ATM,76.112.205.124
CL-0382,TX-01382,2023-03-14,online,143.123.124.69
CL-0383,TX-01383,2023-10-14,app_movil,63.77.20.106
CL-0384,TX-01384,2023-02-13,app_movil,162.177.9.108
CL-0385,TX-01385,2024-06-13,app_movil,64.136.80.86
CL-0386,TX-01386,2023-01-22,POS,92.125.38.186
CL-0387,TX-01387,2023-01-22,POS,100.61.150.147
CL-0388,TX-01388,2023-11-26,ATM,21.104.193.167
CL-0389,TX-01389,2024-12-15,transferencia,39.116.224.248
CL-0390,TX-01390,2024-09-06,transferencia,31.153.32.126
CL-0391,TX-01391,2023-08-05,transferencia,123.63.12.131
CL-0392,TX-01392,2024-11-30,ATM,217.9.148.120
CL-0393,TX-01393,2023-12-20,POS,144.218.191.58
CL-0394,TX-01394,2023-10-03,app_movil,88.118.1.242
CL-0395,TX-01395,2023-06-13,online,153.235.182.201
CL-0396,TX-01396,2023-02-25,online,94.49.89.134
CL-0397,TX-01397,2024-09-09,app_movil,39.58.55.87
CL-0398,TX-01398,2024-03-03,POS,28.109.136.242
CL-0399,TX-01399,2023-09-28,POS,134.205.39.91
CL-0400,TX-01400,2023-11-20,ATM,57.127.104.60
CL-0401,TX-01401,2024-03-19,online,50.82.118.164
CL-0402,TX-01402,2024-04-05,app_movil,55.213.159.245
CL-0403,TX-01403,2023-11-28,online,62.148.51.64
CL-0404,TX-01404,2024-05-27,app_movil,216.56.94.68
CL-0405,TX-01405,2023-08-18,online,98.165.177.123
CL-0406,TX-01406,2023-09-29,online,59.0.251.134
CL-0407,TX-01407,2023-05-20,app_movil,145.105.249.87
CL-0408,TX-01408,2023-05-02,app_movil,143.192.197.217
CL-0409,TX-01409,2023-08-06,online,110.201.132.240
CL-0410,TX-01410,2023-03-09,transferencia,104.71.117.173
CL-0411,TX-01411,2024-03-27,POS,189.59.30.197
CL-0412,TX-01412,2023-06-17,online,50.82.67.247
CL-0413,TX-01413,2024-10-25,ATM,14.69.11.76
CL-0414,TX-01414,2024-04-18,transferencia,88.24.242.167
CL-0415,TX-01415,2024-03-28,POS,76.101.39.49
CL-0416,TX-01416,2023-09-28,ATM,204.89.237.58
CL-0417,TX-01417,2024-03-25,transferencia,56.142.203.69
CL-0418,TX-01418,2024-04-26,app_movil,216.7.242.128
CL-0419,TX-01419,2024-06-13,online,97.114.21.123
CL-0420,TX-01420,2023-04-03,app_movil,102.227.115.218
CL-0421,TX-01421,2023-11-20,app_movil,31.182.12.169
CL-0422,TX-01422,2024-02-29,ATM,50.105.188.48
CL-0423,TX-01423,2024-10-17,app_movil,222.65.93.200
CL-0424,TX-01424,2023-01-21,POS,23.64.175.247
CL-0425,TX-01425,2024-06-28,ATM,197.77.126.173
CL-0426,TX-01426,2024-03-28,transferencia,142.136.207.151
CL-0427,TX-01427,2024-06-12,POS,170.91.167.147
CL-0428,TX-01428,2023-04-22,ATM,37.176.150.196
CL-0429,TX-01429,2023-08-30,online,94.18.47.133
CL-0430,TX-01430,2024-01-14,ATM,184.225.180.57
CL-0431,TX-01431,2024-05-26,ATM,25.36.97.224
CL-0432,TX-01432,2023-08-01,ATM,202.138.195.232
CL-0433,TX-01433,2024-05-22,transferencia,102.140.157.125
CL-0434,TX-01434,2023-02-04,app_movil,19.203.78.159
CL-0435,TX-01435,2024-05-11,app_movil,156.107.246.168
CL-0436,TX-01436,2023-01-03,ATM,25.141.99.59
CL-0437,TX-01437,2024-02-12,ATM,183.7.214.161
CL-0438,TX-01438,2024-05-22,transferencia,79.81.150.136
CL-0439,TX-01439,2023-04-01,POS,137.208.39.195
CL-0440,TX-01440,2023-07-22,POS,147.41.137.1
CL-0441,TX-01441,2024-11-05,online,124.67.221.129
CL-0442,TX-01442,2023-05-26,POS,185.71.57.116
CL-0443,TX-01443,2023-09-20,app_movil,102.19.104.234
CL-0444,TX-01444,2024-02-20,online,221.238.106.40
CL-0445,TX-01445,2024-01-10,transferencia,77.103.135.143
CL-0446,TX-01446,2023-10-02,online,133.73.102.138
CL-0447,TX-01447,2024-11-11,online,17.158.56.131
CL-0448,TX-01448,2024-01-15,online,171.26.183.226
CL-0449,TX-01449,2023-08-03,ATM,137.189.81.54
CL-0450,TX-01450,2023-02-14,app_movil,19.207.27.179
CL-0451,TX-01451,2023-01-04,ATM,221.63.4.91
CL-0452,TX-01452,2023-10-23,app_movil,76.192.20.182
CL-0453,TX-01453,2023-11-19,online,109.244.209.133
CL-0454,TX-01454,2024-06-12,app_movil,175.126.50.206
CL-0455,TX-01455,2024-07-01,POS,200.176.249.238
CL-0456,TX-01456,2023-10-24,ATM,107.223.99.169
CL-0457,TX-01457,2023-03-07,POS,67.204.197.185
CL-0458,TX-01458,2023-04-14,transferencia,218.198.61.72
CL-0459,TX-01459,2024-11-18,ATM,142.42.61.248
CL-0460,TX-01460,2023-06-07,ATM,39.142.81.66
CL-0461,TX-01461,2024-02-26,ATM,176.113.63.56
CL-0462,TX-01462,2023-12-04,ATM,60.180.187.70
CL-0463,TX-01463,2023-09-03,transferencia,170.204.218.10
CL-0464,TX-01464,2023-07-15,POS,201.185.84.232
CL-0465,TX-01465,2023-06-14,ATM,177.80.170.56
CL-0466,TX-01466,2023-08-27,transferencia,157.222.253.217
CL-0467,TX-01467,2024-05-11,app_movil,66.196.117.154
CL-0468,TX-01468,2024-05-14,transferencia,223.214.195.228
CL-0469,TX-01469,2024-04-14,transferencia,174.37.194.12
CL-0470,TX-01470,2023-07-13,POS,223.254.2.239
CL-0471,TX-01471,2023-09-01,POS,86.152.23.54
CL-0472,TX-01472,2023-12-09,ATM,24.105.254.137
CL-0473,TX-01473,2023-07-22,app_movil,75.241.119.168
CL-0474,TX-01474,2024-08-08,online,199.112.214.7
CL-0475,TX-01475,2023-07-06,ATM,18.239.227.56
CL-0476,TX-01476,2023-06-20,ATM,20.121.56.137
CL-0477,TX-01477,2023-07-21,ATM,21.117.203.149
CL-0478,TX-01478,2023-08-11,online,184.142.176.218
CL-0479,TX-01479,2024-08-17,app_movil,145.194.48.64
CL-0480,TX-01480,2023-10-12,POS,171.135.1.52
CL-0481,TX-01481,2023-06-08,ATM,81.15.18.177
CL-0482,TX-01482,2024-10-22,POS,101.156.136.1
CL-0483,TX-01483,2023-06-10,online,201.132.109.194
CL-0484,TX-01484,2023-10-13,ATM,144.208.165.106
CL-0485,TX-01485,2023-08-28,transferencia,100.50.217.188
CL-0486,TX-01486,2023-03-23,transferencia,60.33.173.117
CL-0487,TX-01487,2023-10-02,ATM,171.24.4.142
CL-0488,TX-01488,2023-07-09,online,29.145.194.255
CL-0489,TX-01489,2023-07-15,ATM,182.72.194.226
CL-0490,TX-01490,2024-09-09,app_movil,164.203.126.107
CL-0491,TX-01491,2024-04-22,app_movil,70.153.124.6
CL-0492,TX-01492,2023-09-13,transferencia,179.152.155.54
CL-0493,TX-01493,2024-01-26,POS,38.28.63.2
CL-0494,TX-01494,2023-05-14,POS,175.72.214.19
CL-0495,TX-01495,2023-04-24,online,106.12.235.92
CL-0496,TX-01496,2023-07-02,online,13.50.249.197
CL-0497,TX-01497,2024-10-22,app_movil,204.113.6.76
CL-0498,TX-01498,2024-02-16,POS,26.70.176.144
CL-0499,TX-01499,2023-10-23,app_movil,11.31.171.65
CL-0500,TX-01500,2023-10-05,ATM,167.101.1.126
CL-0501,TX-01501,2023-08-14,app_movil,43.7.124.118
CL-0502,TX-01502,2023-06-02,ATM,23.16.30.172
CL-0503,TX-01503,2023-12-10,POS,222.237.202.49
CL-0504,TX-01504,2024-01-09,POS,180.75.49.127
CL-0505,TX-01505,2023-06-17,ATM,134.43.75.59
CL-0506,TX-01506,2024-04-19,app_movil,98.126.208.241
CL-0507,TX-01507,2024-06-02,app_movil,105.172.99.86
CL-0508,TX-01508,2023-02-10,POS,73.21.133.153
CL-0509,TX-01509,2023-01-10,online,154.100.46.202
CL-0510,TX-01510,2024-06-05,ATM,223.85.93.136
CL-0511,TX-01511,2023-03-13,POS,181.150.231.106
CL-0512,TX-01512,2023-10-28,ATM,165.231.133.44
CL-0513,TX-01513,2023-01-17,online,105.125.201.232
CL-0514,TX-01514,2023-03-02,online,14.156.106.157
CL-0515,TX-01515,2023-12-23,ATM,144.53.60.115
CL-0516,TX-01516,2024-04-11,online,43.93.97.89
CL-0517,TX-01517,2024-01-02,POS,211.85.112.139
CL-0518,TX-01518,2023-03-15,transferencia,35.89.249.227
CL-0519,TX-01519,2024-04-13,POS,1.240.113.238
CL-0520,TX-01520,2023-04-18,ATM,204.236.83.87
CL-0521,TX-01521,2024-04-27,app_movil,81.236.85.158
CL-0522,TX-01522,2023-04-25,online,115.199.223.9
CL-0523,TX-01523,2023-09-18,app_movil,146.58.135.248
CL-0524,TX-01524,2024-12-16,online,90.34.26.213
CL-0525,TX-01525,2024-03-25,POS,58.78.186.201
CL-0526,TX-01526,2023-07-01,online,53.191.25.37
CL-0527,TX-01527,2024-09-16,app_movil,223.136.189.225
CL-0528,TX-01528,2023-04-12,ATM,85.203.193.247
CL-0529,TX-01529,2023-03-18,transferencia,18.217.209.212
CL-0530,TX-01530,2024-09-01,online,48.166.166.59
CL-0531,TX-01531,2023-04-24,transferencia,156.231.100.24
CL-0532,TX-01532,2023-11-10,ATM,169.233.129.51
CL-0533,TX-01533,2023-12-31,online,146.18.193.58
CL-0534,TX-01534,2024-03-12,online,110.146.189.116
CL-0535,TX-01535,2024-09-01,transferencia,3.143.77.244
CL-0536,TX-01536,2023-02-08,transferencia,4.205.21.225
CL-0537,TX-01537,2023-06-01,ATM,150.204.220.254
CL-0538,TX-01538,2024-09-24,app_movil,213.255.211.88
CL-0539,TX-01539,2023-01-04,transferencia,198.104.253.12
CL-0540,TX-01540,2023-08-17,POS,208.52.181.95
CL-0541,TX-01541,2023-04-10,ATM,158.182.197.75
CL-0542,TX-01542,2023-09-12,POS,67.13.208.184
CL-0543,TX-01543,2023-03-26,app_movil,23.152.204.175
CL-0544,TX-01544,2023-05-24,online,194.48.97.195
CL-0545,TX-01545,2024-03-09,transferencia,62.11.63.119
CL-0546,TX-01546,2024-11-20,POS,138.250.223.130
CL-0547,TX-01547,2024-05-03,ATM,181.102.223.118
CL-0548,TX-01548,2024-03-03,app_movil,201.147.121.171
CL-0549,TX-01549,2023-12-21,transferencia,62.74.151.23
CL-0550,TX-01550,2023-12-15,app_movil,128.95.118.120
CL-0551,TX-01551,2023-02-19,POS,168.252.205.99
CL-0552,TX-01552,2023-07-11,POS,128.206.209.153
CL-0553,TX-01553,2024-01-15,POS,188.151.126.64
CL-0554,TX-01554,2023-10-22,POS,216.175.60.78
CL-0555,TX-01555,2024-01-16,app_movil,12.168.206.128
CL-0556,TX-01556,2024-03-26,transferencia,144.194.254.177
CL-0557,TX-01557,2023-11-14,transferencia,88.45.179.227
CL-0558,TX-01558,2023-01-15,app_movil,107.193.219.33
CL-0559,TX-01559,2024-12-13,online,216.247.87.72
CL-0560,TX-01560,2023-01-24,app_movil,107.1.86.206
CL-0561,TX-01561,2023-07-23,app_movil,162.216.232.172
CL-0562,TX-01562,2024-11-11,app_movil,76.52.35.222
CL-0563,TX-01563,2024-07-26,POS,16.21.202.251
CL-0564,TX-01564,2023-10-26,POS,212.110.210.39
CL-0565,TX-01565,2023-07-28,app_movil,92.128.234.221
CL-0566,TX-01566,2024-12-16,online,10.105.127.254
CL-0567,TX-01567,2024-06-14,transferencia,203.141.44.24
CL-0568,TX-01568,2024-05-19,POS,27.47.244.46
CL-0569,TX-01569,2023-01-06,ATM,175.172.193.99
CL-0570,TX-01570,2024-12-02,POS,117.71.84.107
CL-0571,TX-01571,2023-12-29,app_movil,201.103.91.124
CL-0572,TX-01572,2024-02-10,transferencia,168.144.74.53
CL-0573,TX-01573,2024-08-27,POS,124.41.153.175
CL-0574,TX-01574,2024-12-07,app_movil,142.189.218.174
CL-0575,TX-01575,2023-01-20,app_movil,129.43.136.210
CL-0576,TX-01576,2023-07-04,app_movil,11.52.36.251
CL-0577,TX-01577,2024-08-21,app_movil,53.73.237.179
CL-0578,TX-01578,2024-06-03,transferencia,160.103.150.213
CL-0579,TX-01579,2023-07-16,transferencia,214.226.11.123
CL-0580,TX-01580,2023-03-06,online,130.211.126.241
CL-0581,TX-01581,2023-03-28,online,176.242.248.214
CL-0582,TX-01582,2023-08-18,ATM,109.224.187.183
CL-0583,TX-01583,2024-09-27,app_movil,49.178.91.1
CL-0584,TX-01584,2024-04-24,app_movil,117.125.56.29
CL-0585,TX-01585,2023-08-12,ATM,103.176.66.24
CL-0586,TX-01586,2024-08-30,POS,162.188.28.171
CL-0587,TX-01587,2023-10-30,online,115.91.37.111
CL-0588,TX-01588,2024-03-12,ATM,174.172.177.196
CL-0589,TX-01589,2023-01-21,transferencia,17.3.121.120
CL-0590,TX-01590,2024-11-24,transferencia,141.37.215.148
CL-0591,TX-01591,2023-05-14,online,101.213.185.219
CL-0592,TX-01592,2023-02-12,online,178.174.202.73
CL-0593,TX-01593,2024-08-11,online,78.80.41.112
CL-0594,TX-01594,2024-02-04,ATM,111.150.120.33
CL-0595,TX-01595,2024-02-05,online,99.108.247.250
CL-0596,TX-01596,2023-07-07,app_movil,39.29.227.151
CL-0597,TX-01597,2023-01-23,online,18.63.11.15
CL-0598,TX-01598,2023-10-26,POS,154.237.48.20
CL-0599,TX-01599,2024-06-11,POS,131.4.241.8
CL-0600,TX-01600,2023-03-14,ATM,91.89.29.56
CL-0601,TX-01601,2023-03-31,online,49.76.104.18
CL-0602,TX-01602,2024-10-28,transferencia,140.70.51.128
CL-0603,TX-01603,2023-11-12,online,164.250.242.158
CL-0604,TX-01604,2024-11-20,ATM,181.189.234.82
CL-0605,TX-01605,2023-12-07,app_movil,118.131.209.108
CL-0606,TX-01606,2024-10-14,ATM,200.187.105.109
CL-0607,TX-01607,2023-08-02,ATM,207.141.238.66
CL-0608,TX-01608,2023-03-28,ATM,29.222.70.223
CL-0609,TX-01609,2024-03-23,ATM,81.11.50.132
CL-0610,TX-01610,2024-12-17,transferencia,141.151.105.191
CL-0611,TX-01611,2024-06-24,transferencia,30.157.104.161
CL-0612,TX-01612,2024-02-01,app_movil,185.223.85.238
CL-0613,TX-01613,2023-03-30,app_movil,181.21.83.244
CL-0614,TX-01614,2024-08-25,POS,130.131.177.171
CL-0615,TX-01615,2024-09-06,ATM,65.205.175.118
CL-0616,TX-01616,2024-07-24,app_movil,59.71.92.15
CL-0617,TX-01617,2023-11-01,online,65.227.63.85
CL-0618,TX-01618,2023-07-17,online,59.219.192.237
CL-0619,TX-01619,2024-03-04,transferencia,65.33.255.203
CL-0620,TX-01620,2024-11-14,ATM,204.172.176.231
CL-0621,TX-01621,2023-12-16,app_movil,49.49.207.129
CL-0622,TX-01622,2024-06-06,online,55.108.148.104
CL-0623,TX-01623,2023-12-04,app_movil,18.216.20.54
CL-0624,TX-01624,2024-08-15,ATM,6.211.112.31
CL-0625,TX-01625,2024-01-02,online,194.10.49.251
CL-0626,TX-01626,2024-11-01,POS,75.62.98.139
CL-0627,TX-01627,2023-09-03,app_movil,94.176.62.175
CL-0628,TX-01628,2023-12-28,ATM,58.114.78.32
CL-0629,TX-01629,2024-08-19,online,176.23.65.208
CL-0630,TX-01630,2023-10-04,ATM,189.218.76.178
CL-0631,TX-01631,2023-09-23,POS,35.27.109.165
CL-0632,TX-01632,2024-06-21,online,208.155.8.170
CL-0633,TX-01633,2024-07-06,transferencia,77.53.24.119
CL-0634,TX-01634,2023-06-19,online,70.255.54.155
CL-0635,TX-01635,2023-07-18,online,96.141.93.114
CL-0636,TX-01636,2024-02-18,app_movil,83.103.22.151
CL-0637,TX-01637,2024-06-24,app_movil,117.43.95.58
CL-0638,TX-01638,2023-08-09,POS,76.169.17.114
CL-0639,TX-01639,2023-05-04,POS,146.52.14.253
CL-0640,TX-01640,2024-06-19,app_movil,20.187.223.27
CL-0641,TX-01641,2023-03-19,app_movil,84.255.193.85
CL-0642,TX-01642,2023-05-09,transferencia,158.33.82.22
CL-0643,TX-01643,2024-12-04,transferencia,2.97.215.249
CL-0644,TX-01644,2024-11-12,POS,12.12.90.152
CL-0645,TX-01645,2024-12-09,online,174.121.196.250
CL-0646,TX-01646,2023-01-27,transferencia,189.178.95.58
CL-0647,TX-01647,2023-09-02,POS,31.134.69.117
CL-0648,TX-01648,2023-04-09,online,100.169.46.162
CL-0649,TX-01649,2023-03-09,transferencia,5.196.137.100
CL-0650,TX-01650,2023-01-02,app_movil,205.97.100.231
CL-0651,TX-01651,2024-11-14,app_movil,103.27.233.185
CL-0652,TX-01652,2024-07-20,app_movil,94.210.22.123
CL-0653,TX-01653,2023-01-09,ATM,147.95.20.98
CL-0654,TX-01654,2023-04-13,ATM,64.140.112.10
CL-0655,TX-01655,2024-09-02,app_movil,60.84.171.129
CL-0656,TX-01656,2024-04-04,transferencia,142.118.196.49
CL-0657,TX-01657,2024-06-29,app_movil,85.210.204.72
CL-0658,TX-01658,2023-09-30,ATM,59.19.218.130
CL-0659,TX-01659,2023-07-17,online,173.140.22.232
CL-0660,TX-01660,2023-08-24,transferencia,53.154.185.75
CL-0661,TX-01661,2023-11-13,online,173.105.235.106
CL-0662,TX-01662,2023-07-18,POS,139.145.215.223
CL-0663,TX-01663,2023-01-28,ATM,217.162.150.50
CL-0664,TX-01664,2024-09-16,transferencia,195.246.68.67
CL-0665,TX-01665,2023-08-06,ATM,30.121.198.222
CL-0666,TX-01666,2023-06-23,transferencia,14.126.2.12
CL-0667,TX-01667,2023-05-02,transferencia,10.51.17.244
CL-0668,TX-01668,2024-06-01,ATM,132.193.225.140
CL-0669,TX-01669,2023-01-03,POS,22.232.72.12
CL-0670,TX-01670,2023-03-22,online,5.130.116.75
CL-0671,TX-01671,2023-09-01,app_movil,140.239.76.14
CL-0672,TX-01672,2023-10-04,online,48.98.86.183
CL-0673,TX-01673,2023-10-08,ATM,218.248.186.213
CL-0674,TX-01674,2023-07-10,online,131.237.85.49
CL-0675,TX-01675,2024-09-26,online,114.58.209.44
CL-0676,TX-01676,2023-04-21,POS,95.133.201.179
CL-0677,TX-01677,2023-08-29,POS,35.145.87.238
CL-0678,TX-01678,2024-08-05,app_movil,220.249.97.154
CL-0679,TX-01679,2024-02-12,online,1.146.213.17
CL-0680,TX-01680,2023-01-14,POS,111.20.241.150
CL-0681,TX-01681,2024-10-01,ATM,64.96.182.144
CL-0682,TX-01682,2023-07-20,online,122.40.150.238
CL-0683,TX-01683,2024-08-20,ATM,203.15.76.20
CL-0684,TX-01684,2023-01-30,online,215.11.107.4
CL-0685,TX-01685,2023-11-12,online,203.50.136.164
CL-0686,TX-01686,2024-07-06,transferencia,38.168.148.46
CL-0687,TX-01687,2023-10-10,app_movil,112.72.43.35
CL-0688,TX-01688,2023-08-04,POS,10.17.43.81
CL-0689,TX-01689,2024-11-19,online,156.31.65.231
CL-0690,TX-01690,2024-08-03,transferencia,7.108.9.236
CL-0691,TX-01691,2024-02-14,transferencia,88.136.246.224
CL-0692,TX-01692,2024-06-03,online,70.200.180.186
CL-0693,TX-01693,2023-02-13,app_movil,135.0.209.56
CL-0694,TX-01694,2024-06-11,ATM,82.66.143.3
CL-0695,TX-01695,2024-07-06,ATM,219.20.3.238
CL-0696,TX-01696,2024-07-11,ATM,105.248.49.247
CL-0697,TX-01697,2023-03-26,app_movil,204.97.182.137
CL-0698,TX-01698,2024-12-05,transferencia,83.84.40.71
CL-0699,TX-01699,2024-04-14,POS,219.136.227.99
CL-0700,TX-01700,2023-12-24,online,76.239.47.108
CL-0701,TX-01701,2023-03-15,POS,179.58.138.208
CL-0702,TX-01702,2023-02-04,app_movil,144.127.181.214
CL-0703,TX-01703,2023-04-22,online,200.159.174.41
CL-0704,TX-01704,2023-01-09,online,219.125.29.133
CL-0705,TX-01705,2023-09-12,online,124.37.250.77
CL-0706,TX-01706,2023-10-03,online,169.5.151.40
CL-0707,TX-01707,2023-03-06,transferencia,212.22.20.38
CL-0708,TX-01708,2024-08-25,ATM,214.78.187.12
CL-0709,TX-01709,2023-11-12,POS,49.148.128.141
CL-0710,TX-01710,2023-12-18,POS,161.104.38.119
CL-0711,TX-01711,2024-02-02,app_movil,21.93.74.125
CL-0712,TX-01712,2024-12-20,transferencia,11.55.249.18
CL-0713,TX-01713,2023-08-13,POS,216.192.207.139
CL-0714,TX-01714,2023-12-12,app_movil,41.108.91.10
CL-0715,TX-01715,2024-10-24,ATM,120.56.156.191
CL-0716,TX-01716,2023-11-11,online,134.185.199.148
CL-0717,TX-01717,2023-09-28,transferencia,38.210.114.66
CL-0718,TX-01718,2024-08-08,ATM,107.26.176.64
CL-0719,TX-01719,2023-10-04,transferencia,184.85.143.147
CL-0720,TX-01720,2024-04-01,ATM,4.255.161.166
CL-0721,TX-01721,2023-10-21,transferencia,219.164.22.112
CL-0722,TX-01722,2023-12-25,online,170.96.56.228
CL-0723,TX-01723,2023-04-04,POS,156.74.243.67
CL-0724,TX-01724,2023-09-20,online,113.66.237.19
CL-0725,TX-01725,2024-07-18,POS,154.234.152.93
CL-0726,TX-01726,2024-08-03,app_movil,113.218.221.107
CL-0727,TX-01727,2024-04-14,ATM,117.221.171.14
CL-0728,TX-01728,2023-09-27,POS,23.105.73.83
CL-0729,TX-01729,2023-09-08,app_movil,93.211.202.150
CL-0730,TX-01730,2023-08-21,app_movil,147.133.183.253
CL-0731,TX-01731,2023-01-16,online,149.77.85.96
CL-0732,TX-01732,2023-07-09,app_movil,195.34.64.197
CL-0733,TX-01733,2024-11-24,app_movil,79.121.67.160
CL-0734,TX-01734,2024-05-04,transferencia,45.220.107.22
CL-0735,TX-01735,2023-11-10,ATM,52.88.44.170
CL-0736,TX-01736,2024-06-14,app_movil,46.169.144.61
CL-0737,TX-01737,2023-11-10,transferencia,8.187.229.1
CL-0738,TX-01738,2023-10-24,app_movil,52.1.147.254
CL-0739,TX-01739,2023-08-11,app_movil,11.237.37.18
CL-0740,TX-01740,2023-04-19,POS,170.72.100.147
CL-0741,TX-01741,2023-12-31,POS,122.222.109.98
CL-0742,TX-01742,2024-05-10,POS,188.109.23.233
CL-0743,TX-01743,2024-01-14,ATM,115.49.99.38
CL-0744,TX-01744,2023-03-29,ATM,219.253.183.119
CL-0745,TX-01745,2024-02-20,app_movil,170.191.204.15
CL-0746,TX-01746,2024-02-28,app_movil,134.148.7.156
CL-0747,TX-01747,2024-08-16,POS,2.203.36.217
CL-0748,TX-01748,2024-04-09,POS,189.92.51.243
CL-0749,TX-01749,2024-10-24,ATM,201.33.247.183
CL-0750,TX-01750,2023-08-04,ATM,35.170.217.200
CL-0751,TX-01751,2024-07-04,online,162.208.243.194
CL-0752,TX-01752,2023-10-15,transferencia,145.112.24.38
CL-0753,TX-01753,2024-01-01,POS,210.243.37.46
CL-0754,TX-01754,2024-10-09,POS,22.93.41.60
CL-0755,TX-01755,2024-09-08,app_movil,173.130.96.18
CL-0756,TX-01756,2023-07-29,ATM,192.227.23.115
CL-0757,TX-01757,2024-02-11,online,85.254.52.157
CL-0758,TX-01758,2023-03-11,transferencia,112.231.14.90
CL-0759,TX-01759,2024-04-19,ATM,177.220.251.1
CL-0760,TX-01760,2024-12-18,transferencia,146.75.77.55
CL-0761,TX-01761,2023-04-15,ATM,78.37.210.16
CL-0762,TX-01762,2023-10-19,app_movil,98.37.29.94
CL-0763,TX-01763,2024-10-10,online,151.133.251.178
CL-0764,TX-01764,2023-03-04,POS,110.204.184.155
CL-0765,TX-01765,2023-12-12,online,25.18.180.165
CL-0766,TX-01766,2023-09-26,POS,186.146.215.73
CL-0767,TX-01767,2024-10-15,online,59.9.20.145
CL-0768,TX-01768,2023-02-23,app_movil,84.253.69.147
CL-0769,TX-01769,2023-04-18,ATM,82.202.135.142
CL-0770,TX-01770,2024-10-27,online,188.201.47.182
CL-0771,TX-01771,2023-06-08,online,94.173.232.86
CL-0772,TX-01772,2023-10-09,POS,42.167.133.113
CL-0773,TX-01773,2023-06-15,transferencia,81.113.18.95
CL-0774,TX-01774,2024-04-17,POS,66.59.34.38
CL-0775,TX-01775,2023-02-04,ATM,55.174.89.148
CL-0776,TX-01776,2024-02-04,POS,117.157.16.121
CL-0777,TX-01777,2023-01-02,ATM,13.159.130.131
CL-0778,TX-01778,2023-04-27,transferencia,65.80.235.185
CL-0779,TX-01779,2023-12-26,transferencia,40.226.207.123
CL-0780,TX-01780,2023-01-28,online,39.100.194.40
CL-0781,TX-01781,2023-02-04,transferencia,190.12.121.239
CL-0782,TX-01782,2023-05-03,ATM,161.142.78.28
CL-0783,TX-01783,2023-07-03,transferencia,19.139.173.229
CL-0784,TX-01784,2023-03-24,transferencia,74.180.95.38
CL-0785,TX-01785,2023-02-17,ATM,190.116.230.232
CL-0786,TX-01786,2023-06-19,POS,121.247.129.80
CL-0787,TX-01787,2024-08-03,transferencia,151.173.4.190
CL-0788,TX-01788,2024-02-12,online,112.94.68.226
CL-0789,TX-01789,2024-04-06,app_movil,72.109.18.175
CL-0790,TX-01790,2023-03-07,transferencia,114.137.184.53
CL-0791,TX-01791,2023-06-04,ATM,102.86.37.7
CL-0792,TX-01792,2024-05-20,ATM,118.91.119.36
CL-0793,TX-01793,2023-09-05,transferencia,123.55.79.224
CL-0794,TX-01794,2024-02-24,transferencia,63.51.57.224
CL-0795,TX-01795,2024-01-11,ATM,216.173.225.207
CL-0796,TX-01796,2024-08-25,transferencia,32.4.209.64
CL-0797,TX-01797,2024-01-30,online,36.187.149.192
CL-0798,TX-01798,2024-09-17,app_movil,205.106.237.191
CL-0799,TX-01799,2023-09-29,POS,170.80.135.17
CL-0800,TX-01800,2024-04-14,ATM,107.56.165.32
CL-0801,TX-01801,2023-06-22,ATM,113.170.96.162
CL-0802,TX-01802,2023-11-30,online,54.195.125.223
CL-0803,TX-01803,2023-03-29,transferencia,152.242.206.177
CL-0804,TX-01804,2023-06-30,online,28.130.27.84
CL-0805,TX-01805,2024-05-18,POS,68.242.84.59
CL-0806,TX-01806,2024-04-10,transferencia,190.95.211.70
CL-0807,TX-01807,2023-05-30,transferencia,123.242.228.82
CL-0808,TX-01808,2023-03-14,online,162.58.224.7
CL-0809,TX-01809,2024-02-19,app_movil,25.211.180.152
CL-0810,TX-01810,2024-06-16,online,130.169.248.126
CL-0811,TX-01811,2023-08-10,POS,30.86.227.253
CL-0812,TX-01812,2023-07-19,ATM,141.176.240.40
