transaccionId,comercioId,fecha,metodoPago,montoTotal
TX-01507,CO-0007,2024-06-02,app_movil,14097.69
TX-01508,CO-0008,2023-02-10,POS,26214.79
TX-01509,CO-0009,2023-01-10,online,26190.33
TX-01510,CO-0010,2024-06-05,ATM,5632.4
TX-01511,CO-0011,2023-03-13,POS,12816.29
TX-01512,CO-0012,2023-10-28,ATM,3578.61
TX-01513,CO-0013,2023-01-17,online,30051.46
TX-01514,CO-0014,2023-03-02,online,6513.29
TX-01515,CO-0015,2023-12-23,ATM,1470.79
TX-01516,CO-0016,2024-04-11,online,26114.47
TX-01517,CO-0017,2024-01-02,POS,22249.16
TX-01518,CO-0018,2023-03-15,transferencia,17284.7
TX-01519,CO-0019,2024-04-13,POS,35971.65
TX-01520,CO-0020,2023-04-18,ATM,19420.19
TX-01521,CO-0021,2024-04-27,app_movil,43252.35
TX-01522,CO-0022,2023-04-25,online,9648.48
TX-01523,CO-0023,2023-09-18,app_movil,530.77
TX-01524,CO-0024,2024-12-16,online,10780.39
TX-01525,CO-0025,2024-03-25,POS,7289.83
TX-01526,CO-0026,2023-07-01,online,40686.08
TX-01527,CO-0027,2024-09-16,app_movil,39560.55
TX-01528,CO-0028,2023-04-12,ATM,20381.4
TX-01529,CO-0029,2023-03-18,transferencia,11885.22
TX-01530,CO-0030,2024-09-01,online,1296.76
TX-01531,CO-0031,2023-04-24,transferencia,47075.23
TX-01532,CO-0032,2023-11-10,ATM,26044.15
TX-01533,CO-0033,2023-12-31,online,7509.65
TX-01534,CO-0034,2024-03-12,online,7440.97
TX-01535,CO-0035,2024-09-01,transferencia,21680.33
TX-01536,CO-0036,2023-02-08,transferencia,43937.54
TX-01537,CO-0037,2023-06-01,ATM,43899.6
TX-01538,CO-0038,2024-09-24,app_movil,23542.6
TX-01539,CO-0039,2023-01-04,transferencia,588.5
TX-01540,CO-0040,2023-08-17,POS,30487.88
TX-01541,CO-0041,2023-04-10,ATM,37122.46
TX-01542,CO-0042,2023-09-12,POS,9022.73
TX-01543,CO-0043,2023-03-26,app_movil,8207.14
TX-01544,CO-0044,2023-05-24,online,5865.58
TX-01545,CO-0045,2024-03-09,transferencia,47555.75
TX-01546,CO-0046,2024-11-20,POS,13550.72
TX-01547,CO-0047,2024-05-03,ATM,32763.51
TX-01548,CO-0048,2024-03-03,app_movil,38728.55
TX-01549,CO-0049,2023-12-21,transferencia,32412.07
TX-01550,CO-0050,2023-12-15,app_movil,439.28
TX-01551,CO-0051,2023-02-19,POS,41575.6
TX-01552,CO-0052,2023-07-11,POS,31290.42
TX-01553,CO-0053,2024-01-15,POS,49177.1
TX-01554,CO-0054,2023-10-22,POS,28699.94
TX-01555,CO-0055,2024-01-16,app_movil,19627.98
TX-01556,CO-0056,2024-03-26,transferencia,48434.0
TX-01557,CO-0057,2023-11-14,transferencia,37101.35
TX-01558,CO-0058,2023-01-15,app_movil,13183.73
TX-01559,CO-0059,2024-12-13,online,41677.85
TX-01560,CO-0060,2023-01-24,app_movil,16648.69
TX-01561,CO-0061,2023-07-23,app_movil,32087.88
TX-01562,CO-0062,2024-11-11,app_movil,32234.77
TX-01563,CO-0063,2024-07-26,POS,26923.63
TX-01564,CO-0064,2023-10-26,POS,21230.78
TX-01565,CO-0065,2023-07-28,app_movil,47576.31
TX-01566,CO-0066,2024-12-16,online,12942.97
TX-01567,CO-0067,2024-06-14,transferencia,24828.48
TX-01568,CO-0068,2024-05-19,POS,1298.24
TX-01569,CO-0069,2023-01-06,ATM,7173.91
TX-01570,CO-0070,2024-12-02,POS,491.36
TX-01571,CO-0071,2023-12-29,app_movil,26017.57
TX-01572,CO-0072,2024-02-10,transferencia,24939.15
TX-01573,CO-0073,2024-08-27,POS,11177.02
TX-01574,CO-0074,2024-12-07,app_movil,7074.1
TX-01575,CO-0075,2023-01-20,app_movil,21582.06
TX-01576,CO-0076,2023-07-04,app_movil,37285.85
TX-01577,CO-0077,2024-08-21,app_movil,36054.33
TX-01578,CO-0078,2024-06-03,transferencia,19159.16
TX-01579,CO-0079,2023-07-16,transferencia,44884.1
TX-01580,CO-0080,2023-03-06,online,43842.43
TX-01581,CO-0081,2023-03-28,online,22050.32
TX-01582,CO-0082,2023-08-18,ATM,35807.88
TX-01583,CO-0083,2024-09-27,app_movil,32301.21
TX-01584,CO-0084,2024-04-24,app_movil,11143.99
TX-01585,CO-0085,2023-08-12,ATM,26436.08
TX-01586,CO-0086,2024-08-30,POS,7930.81
TX-01587,CO-0087,2023-10-30,online,42348.99
TX-01588,CO-0088,2024-03-12,ATM,37777.15
TX-01589,CO-0089,2023-01-21,transferencia,2220.79
TX-01590,CO-0090,2024-11-24,transferencia,22294.51
TX-01591,CO-0091,2023-05-14,online,18033.05
TX-01592,CO-0092,2023-02-12,online,35125.29
TX-01593,CO-0093,2024-08-11,online,34474.03
TX-01594,CO-0094,2024-02-04,ATM,12695.52
TX-01595,CO-0095,2024-02-05,online,30361.9
TX-01596,CO-0096,2023-07-07,app_movil,49410.82
TX-01597,CO-0097,2023-01-23,online,46778.78
TX-01598,CO-0098,2023-10-26,POS,2131.95
TX-01599,CO-0099,2024-06-11,POS,17952.08
TX-01600,CO-0100,2023-03-14,ATM,40470.46
TX-01601,CO-0101,2023-03-31,online,13675.98
TX-01602,CO-0102,2024-10-28,transferencia,5411.45
TX-01603,CO-0103,2023-11-12,online,22898.23
TX-01604,CO-0104,2024-11-20,ATM,17783.75
TX-01605,CO-0105,2023-12-07,app_movil,22328.54
TX-01606,CO-0106,2024-10-14,ATM,15941.02
TX-01607,CO-0107,2023-08-02,ATM,42932.83
TX-01608,CO-0108,2023-03-28,ATM,23593.42
TX-01609,CO-0109,2024-03-23,ATM,30794.81
TX-01610,CO-0110,2024-12-17,transferencia,7821.66
TX-01611,CO-0111,2024-06-24,transferencia,3768.93
TX-01612,CO-0112,2024-02-01,app_movil,10156.27
TX-01613,CO-0113,2023-03-30,app_movil,12753.26
TX-01614,CO-0114,2024-08-25,POS,41262.09
TX-01615,CO-0115,2024-09-06,ATM,16509.23
TX-01616,CO-0116,2024-07-24,app_movil,12477.82
TX-01617,CO-0117,2023-11-01,online,6711.97
TX-01618,CO-0118,2023-07-17,online,5732.83
TX-01619,CO-0119,2024-03-04,transferencia,39093.96
TX-01620,CO-0120,2024-11-14,ATM,11145.36
TX-01621,CO-0121,2023-12-16,app_movil,38084.51
TX-01622,CO-0122,2024-06-06,online,31698.42
TX-01623,CO-0123,2023-12-04,app_movil,31012.54
TX-01624,CO-0124,2024-08-15,ATM,34295.1
TX-01625,CO-0125,2024-01-02,online,43281.58
TX-01626,CO-0126,2024-11-01,POS,47243.88
TX-01627,CO-0127,2023-09-03,app_movil,13635.25
TX-01628,CO-0128,2023-12-28,ATM,22542.68
TX-01629,CO-0129,2024-08-19,online,1242.38
TX-01630,CO-0130,2023-10-04,ATM,15902.82
TX-01631,CO-0131,2023-09-23,POS,30768.38
TX-01632,CO-0132,2024-06-21,online,21221.32
TX-01633,CO-0133,2024-07-06,transferencia,31094.4
TX-01634,CO-0134,2023-06-19,online,8713.21
TX-01635,CO-0135,2023-07-18,online,27498.04
TX-01636,CO-0136,2024-02-18,app_movil,41946.43
TX-01637,CO-0137,2024-06-24,app_movil,11735.0
TX-01638,CO-0138,2023-08-09,POS,31994.0
TX-01639,CO-0139,2023-05-04,POS,21263.85
TX-01640,CO-0140,2024-06-19,app_movil,36221.78
TX-01641,CO-0141,2023-03-19,app_movil,46786.26
TX-01642,CO-0142,2023-05-09,transferencia,31503.51
TX-01643,CO-0143,2024-12-04,transferencia,22003.61
TX-01644,CO-0144,2024-11-12,POS,13390.83
TX-01645,CO-0145,2024-12-09,online,26843.47
TX-01646,CO-0146,2023-01-27,transferencia,2767.49
TX-01647,CO-0147,2023-09-02,POS,38867.96
TX-01648,CO-0148,2023-04-09,online,41616.94
TX-01649,CO-0149,2023-03-09,transferencia,42876.15
TX-01650,CO-0150,2023-01-02,app_movil,39111.57
TX-01651,CO-0151,2024-11-14,app_movil,21377.63
TX-01652,CO-0152,2024-07-20,app_movil,15642.57
TX-01653,CO-0153,2023-01-09,ATM,16126.47
TX-01654,CO-0154,2023-04-13,ATM,4436.41
TX-01655,CO-0155,2024-09-02,app_movil,38465.62
TX-01656,CO-0156,2024-04-04,transferencia,42455.25
TX-01657,CO-0157,2024-06-29,app_movil,18025.17
TX-01658,CO-0158,2023-09-30,ATM,2065.23
TX-01659,CO-0159,2023-07-17,online,40232.36
TX-01660,CO-0160,2023-08-24,transferencia,40178.11
TX-01661,CO-0161,2023-11-13,online,15601.96
TX-01662,CO-0162,2023-07-18,POS,20196.23
TX-01663,CO-0163,2023-01-28,ATM,6989.44
TX-01664,CO-0164,2024-09-16,transferencia,7349.61
TX-01665,CO-0165,2023-08-06,ATM,22350.46
TX-01666,CO-0166,2023-06-23,transferencia,24170.9
TX-01667,CO-0167,2023-05-02,transferencia,6728.16
TX-01668,CO-0168,2024-06-01,ATM,29606.35
TX-01669,CO-0169,2023-01-03,POS,18460.36
TX-01670,CO-0170,2023-03-22,online,49213.19
TX-01671,CO-0171,2023-09-01,app_movil,1731.51
TX-01672,CO-0172,2023-10-04,online,49147.78
TX-01673,CO-0173,2023-10-08,ATM,41007.19
TX-01674,CO-0174,2023-07-10,online,13106.88
TX-01675,CO-0175,2024-09-26,online,28720.09
TX-01676,CO-0176,2023-04-21,POS,23704.07
TX-01677,CO-0177,2023-08-29,POS,43215.55
TX-01678,CO-0178,2024-08-05,app_movil,47713.62
TX-01679,CO-0179,2024-02-12,online,31727.6
TX-01680,CO-0180,2023-01-14,POS,41226.68
TX-01681,CO-0181,2024-10-01,ATM,20823.49
TX-01682,CO-0182,2023-07-20,online,42233.08
TX-01683,CO-0183,2024-08-20,ATM,159.1
TX-01684,CO-0184,2023-01-30,online,40206.68
TX-01685,CO-0185,2023-11-12,online,37253.49
TX-01686,CO-0186,2024-07-06,transferencia,48311.9
TX-01687,CO-0187,2023-10-10,app_movil,13243.78
TX-01688,CO-0188,2023-08-04,POS,20232.06
TX-01689,CO-0189,2024-11-19,online,44632.74
TX-01690,CO-0190,2024-08-03,transferencia,18486.56
TX-01691,CO-0191,2024-02-14,transferencia,34683.67
TX-01692,CO-0192,2024-06-03,online,3634.54
TX-01693,CO-0193,2023-02-13,app_movil,43767.3
TX-01694,CO-0194,2024-06-11,ATM,710.36
TX-01695,CO-0195,2024-07-06,ATM,38685.43
TX-01696,CO-0196,2024-07-11,ATM,35755.57
TX-01697,CO-0197,2023-03-26,app_movil,10315.45
TX-01698,CO-0198,2024-12-05,transferencia,28347.91
TX-01699,CO-0199,2024-04-14,POS,12607.93
TX-01700,CO-0200,2023-12-24,online,36143.08
TX-01701,CO-0201,2023-03-15,POS,2874.12
TX-01702,CO-0202,2023-02-04,app_movil,24718.39
TX-01703,CO-0203,2023-04-22,online,36410.51
TX-01704,CO-0204,2023-01-09,online,46262.81
TX-01705,CO-0205,2023-09-12,online,15923.14
TX-01706,CO-0206,2023-10-03,online,3925.08
TX-01707,CO-0207,2023-03-06,transferencia,22278.04
TX-01708,CO-0208,2024-08-25,ATM,16673.01
TX-01709,CO-0209,2023-11-12,POS,4820.93
TX-01710,CO-0210,2023-12-18,POS,20317.09
TX-01711,CO-0211,2024-02-02,app_movil,6594.42
TX-01712,CO-0212,2024-12-20,transferencia,25818.08
TX-01713,CO-0213,2023-08-13,POS,35483.29
TX-01714,CO-0214,2023-12-12,app_movil,41281.32
TX-01715,CO-0215,2024-10-24,ATM,11077.66
TX-01716,CO-0216,2023-11-11,online,14678.63
TX-01717,CO-0217,2023-09-28,transferencia,37500.85
TX-01718,CO-0218,2024-08-08,ATM,33699.66
TX-01719,CO-0219,2023-10-04,transferencia,380.34
TX-01720,CO-0220,2024-04-01,ATM,7628.7
TX-01721,CO-0221,2023-10-21,transferencia,9259.4
TX-01722,CO-0222,2023-12-25,online,3987.59
TX-01723,CO-0223,2023-04-04,POS,16985.2
TX-01724,CO-0224,2023-09-20,online,31138.97
TX-01725,CO-0225,2024-07-18,POS,9920.45
TX-01726,CO-0226,2024-08-03,app_movil,33503.17
TX-01727,CO-0227,2024-04-14,ATM,3812.76
TX-01728,CO-0228,2023-09-27,POS,32396.49
TX-01729,CO-0229,2023-09-08,app_movil,37677.89
TX-01730,CO-0230,2023-08-21,app_movil,36086.11
TX-01731,CO-0231,2023-01-16,online,10988.08
TX-01732,CO-0232,2023-07-09,app_movil,41643.57
TX-01733,CO-0233,2024-11-24,app_movil,33897.65
TX-01734,CO-0234,2024-05-04,transferencia,36951.87
TX-01735,CO-0235,2023-11-10,ATM,2663.17
TX-01736,CO-0236,2024-06-14,app_movil,29189.47
TX-01737,CO-0237,2023-11-10,transferencia,32401.81
TX-01738,CO-0238,2023-10-24,app_movil,21728.75
TX-01739,CO-0239,2023-08-11,app_movil,20149.88
TX-01740,CO-0240,2023-04-19,POS,5667.99
TX-01741,CO-0241,2023-12-31,POS,47440.95
TX-01742,CO-0242,2024-05-10,POS,44219.12
TX-01743,CO-0243,2024-01-14,ATM,47811.53
TX-01744,CO-0244,2023-03-29,ATM,38200.26
TX-01745,CO-0245,2024-02-20,app_movil,21574.72
TX-01746,CO-0246,2024-02-28,app_movil,33913.64
TX-01747,CO-0247,2024-08-16,POS,49800.65
TX-01748,CO-0248,2024-04-09,POS,24709.46
TX-01749,CO-0249,2024-10-24,ATM,5880.46
TX-01750,CO-0250,2023-08-04,ATM,15078.22
TX-01751,CO-0251,2024-07-04,online,39851.59
TX-01752,CO-0252,2023-10-15,transferencia,22304.54
TX-01753,CO-0253,2024-01-01,POS,33506.11
TX-01754,CO-0254,2024-10-09,POS,26435.59
TX-01755,CO-0255,2024-09-08,app_movil,38695.58
TX-01756,CO-0256,2023-07-29,ATM,30375.53
TX-01757,CO-0257,2024-02-11,online,26941.26
TX-01758,CO-0258,2023-03-11,transferencia,3810.3
TX-01759,CO-0259,2024-04-19,ATM,41183.23
TX-01760,CO-0260,2024-12-18,transferencia,14591.29
TX-01761,CO-0261,2023-04-15,ATM,31704.15
TX-01762,CO-0262,2023-10-19,app_movil,16361.33
TX-01763,CO-0263,2024-10-10,online,38376.36
TX-01764,CO-0264,2023-03-04,POS,23019.51
TX-01765,CO-0265,2023-12-12,online,31998.58
TX-01766,CO-0266,2023-09-26,POS,9800.03
TX-01767,CO-0267,2024-10-15,online,8778.73
TX-01768,CO-0268,2023-02-23,app_movil,6367.63
TX-01769,CO-0269,2023-04-18,ATM,42564.92
TX-01770,CO-0270,2024-10-27,online,16042.65
TX-01771,CO-0271,2023-06-08,online,21893.93
TX-01772,CO-0272,2023-10-09,POS,6367.94
TX-01773,CO-0273,2023-06-15,transferencia,2107.73
TX-01774,CO-0274,2024-04-17,POS,13936.9
TX-01775,CO-0275,2023-02-04,ATM,8520.33
TX-01776,CO-0276,2024-02-04,POS,28651.72
TX-01777,CO-0277,2023-01-02,ATM,18730.42
TX-01778,CO-0278,2023-04-27,transferencia,45520.92
TX-01779,CO-0279,2023-12-26,transferencia,13633.8
TX-01780,CO-0280,2023-01-28,online,5183.14
TX-01781,CO-0281,2023-02-04,transferencia,24588.83
TX-01782,CO-0282,2023-05-03,ATM,41826.99
TX-01783,CO-0283,2023-07-03,transferencia,23644.1
TX-01784,CO-0284,2023-03-24,transferencia,17688.74
TX-01785,CO-0285,2023-02-17,ATM,1649.98
TX-01786,CO-0286,2023-06-19,POS,22876.08
TX-01787,CO-0287,2024-08-03,transferencia,45627.62
TX-01788,CO-0288,2024-02-12,online,27041.45
TX-01789,CO-0289,2024-04-06,app_movil,43324.25
TX-01790,CO-0290,2023-03-07,transferencia,5913.04
TX-01791,CO-0291,2023-06-04,ATM,46713.17
TX-01792,CO-0292,2024-05-20,ATM,10526.6
TX-01793,CO-0293,2023-09-05,transferencia,19882.67
TX-01794,CO-0294,2024-02-24,transferencia,27448.93
TX-01795,CO-0295,2024-01-11,ATM,5250.46
TX-01796,CO-0296,2024-08-25,transferencia,9827.42
TX-01797,CO-0297,2024-01-30,online,19049.97
TX-01798,CO-0298,2024-09-17,app_movil,2532.32
TX-01799,CO-0299,2023-09-29,POS,37414.06
TX-01800,CO-0300,2024-04-14,ATM,33015.14
TX-01801,CO-0001,2023-06-22,ATM,20683.54
TX-01802,CO-0002,2023-11-30,online,33380.73
TX-01803,CO-0003,2023-03-29,transferencia,43617.5
TX-01804,CO-0004,2023-06-30,online,36605.12
TX-01805,CO-0005,2024-05-18,POS,3856.05
TX-01806,CO-0006,2024-04-10,transferencia,8576.55
TX-01807,CO-0007,2023-05-30,transferencia,47207.22
TX-01808,CO-0008,2023-03-14,online,27318.59
TX-01809,CO-0009,2024-02-19,app_movil,4341.07
TX-01810,CO-0010,2024-06-16,online,42034.21
TX-01811,CO-0011,2023-08-10,POS,29269.49
TX-01812,CO-0012,2023-07-19,ATM,40683.96
TX-01813,CO-0013,2024-08-13,POS,41661.85
TX-01814,CO-0014,2023-01-25,app_movil,32226.03
TX-01815,CO-0015,2023-02-22,online,16801.72
TX-01816,CO-0016,2023-07-26,app_movil,685.89
TX-01817,CO-0017,2023-02-06,POS,7777.87
TX-01818,CO-0018,2023-04-25,POS,7109.22
TX-01819,CO-0019,2023-08-22,ATM,41393.38
TX-01820,CO-0020,2024-08-07,transferencia,13923.29
TX-01821,CO-0021,2024-09-17,app_movil,43801.05
TX-01822,CO-0022,2023-11-13,transferencia,10721.17
TX-01823,CO-0023,2024-09-23,transferencia,39101.2
TX-01824,CO-0024,2023-01-27,app_movil,33243.02
TX-01825,CO-0025,2023-03-05,POS,26717.65
TX-01826,CO-0026,2023-05-31,app_movil,8857.98
TX-01827,CO-0027,2024-09-08,ATM,24200.36
TX-01828,CO-0028,2024-12-24,ATM,35189.84
TX-01829,CO-0029,2023-09-01,POS,49833.5
TX-01830,CO-0030,2023-07-12,app_movil,43255.87
TX-01831,CO-0031,2023-03-29,app_movil,18080.96
TX-01832,CO-0032,2024-02-13,POS,220.68
TX-01833,CO-0033,2024-08-18,online,11244.65
TX-01834,CO-0034,2023-06-02,online,16192.12
TX-01835,CO-0035,2024-11-27,online,3294.2
TX-01836,CO-0036,2023-06-08,ATM,200.9
TX-01837,CO-0037,2024-02-14,POS,13161.82
TX-01838,CO-0038,2024-12-12,app_movil,21637.23
TX-01839,CO-0039,2024-03-06,POS,22911.75
TX-01840,CO-0040,2024-09-03,transferencia,3770.64
TX-01841,CO-0041,2023-05-22,app_movil,37034.59
TX-01842,CO-0042,2023-12-22,transferencia,28671.83
TX-01843,CO-0043,2024-11-27,POS,13453.57
TX-01844,CO-0044,2023-07-22,POS,7775.07
TX-01845,CO-0045,2023-06-01,online,45035.11
TX-01846,CO-0046,2023-04-21,online,48353.46
TX-01847,CO-0047,2024-11-29,ATM,4641.29
TX-01848,CO-0048,2023-04-14,ATM,22690.53
TX-01849,CO-0049,2024-07-26,online,11828.16
TX-01850,CO-0050,2023-01-25,ATM,23703.02
TX-01851,CO-0051,2023-11-22,online,48263.73
TX-01852,CO-0052,2024-03-26,online,3281.27
TX-01853,CO-0053,2023-07-20,POS,11519.37
TX-01854,CO-0054,2023-09-24,POS,17932.44
TX-01855,CO-0055,2023-04-21,transferencia,16189.1
TX-01856,CO-0056,2023-02-03,ATM,33705.39
TX-01857,CO-0057,2024-07-18,transferencia,12742.81
TX-01858,CO-0058,2024-11-21,online,23048.47
TX-01859,CO-0059,2024-06-10,POS,33193.88
TX-01860,CO-0060,2023-07-20,online,29850.13
TX-01861,CO-0061,2023-08-11,app_movil,4999.66
TX-01862,CO-0062,2023-10-25,ATM,23302.63
TX-01863,CO-0063,2023-09-04,app_movil,15942.68
TX-01864,CO-0064,2023-05-11,ATM,23486.31
TX-01865,CO-0065,2024-01-19,app_movil,37647.03
TX-01866,CO-0066,2024-09-01,app_movil,40766.94
TX-01867,CO-0067,2023-05-24,app_movil,38482.97
TX-01868,CO-0068,2024-07-21,ATM,13649.88
TX-01869,CO-0069,2024-03-30,transferencia,32246.66
TX-01870,CO-0070,2024-05-18,transferencia,34515.55
TX-01871,CO-0071,2024-10-15,POS,41035.13
TX-01872,CO-0072,2023-01-02,app_movil,16316.94
TX-01873,CO-0073,2023-10-06,online,11706.24
TX-01874,CO-0074,2023-10-16,ATM,23843.56
TX-01875,CO-0075,2023-09-22,POS,14720.69
TX-01876,CO-0076,2023-02-27,app_movil,20440.19
TX-01877,CO-0077,2023-07-10,ATM,37789.2
TX-01878,CO-0078,2023-08-10,transferencia,24314.74
TX-01879,CO-0079,2024-11-18,online,34967.01
TX-01880,CO-0080,2024-04-22,transferencia,44103.28
TX-01881,CO-0081,2024-08-12,app_movil,40044.21
TX-01882,CO-0082,2024-02-21,online,24392.04
TX-01883,CO-0083,2023-04-29,app_movil,3850.59
TX-01884,CO-0084,2023-12-07,ATM,17131.2
TX-01885,CO-0085,2024-08-04,online,21255.31
TX-01886,CO-0086,2024-02-27,ATM,13190.83
TX-01887,CO-0087,2023-12-08,app_movil,7531.95
TX-01888,CO-0088,2024-09-23,transferencia,35043.4
TX-01889,CO-0089,2023-06-12,transferencia,5944.47
TX-01890,CO-0090,2024-02-03,POS,20074.98
TX-01891,CO-0091,2023-11-13,online,13092.46
TX-01892,CO-0092,2023-01-21,app_movil,34539.5
TX-01893,CO-0093,2023-08-26,app_movil,46696.67
TX-01894,CO-0094,2024-05-15,app_movil,40598.33
TX-01895,CO-0095,2023-04-11,app_movil,32782.98
TX-01896,CO-0096,2024-02-22,ATM,14031.71
TX-01897,CO-0097,2023-06-06,POS,2503.09
TX-01898,CO-0098,2024-12-17,ATM,4411.16
TX-01899,CO-0099,2023-03-07,transferencia,17801.26
TX-01900,CO-0100,2024-04-01,online,41450.13
TX-01901,CO-0101,2023-09-04,online,16106.86
TX-01902,CO-0102,2024-05-21,POS,30663.73
TX-01903,CO-0103,2024-01-27,transferencia,14184.82
TX-01904,CO-0104,2023-11-11,ATM,27909.56
TX-01905,CO-0105,2023-10-25,transferencia,10366.75
TX-01906,CO-0106,2023-05-01,online,10430.6
TX-01907,CO-0107,2023-09-27,online,42886.43
TX-01908,CO-0108,2023-10-25,transferencia,43722.54
TX-01909,CO-0109,2023-07-19,app_movil,44206.4
TX-01910,CO-0110,2024-04-09,POS,41714.28
TX-01911,CO-0111,2023-06-13,POS,42533.88
TX-01912,CO-0112,2023-06-18,app_movil,9425.61
TX-01913,CO-0113,2024-11-12,app_movil,49570.17
TX-01914,CO-0114,2023-03-04,POS,40123.09
TX-01915,CO-0115,2024-08-14,transferencia,44367.28
TX-01916,CO-0116,2024-04-05,ATM,39655.85
TX-01917,CO-0117,2024-11-06,online,15487.35
TX-01918,CO-0118,2024-04-07,ATM,14606.13
TX-01919,CO-0119,2023-06-16,transferencia,35073.35
TX-01920,CO-0120,2024-09-29,ATM,35122.48
TX-01921,CO-0121,2023-11-25,online,3774.4
TX-01922,CO-0122,2024-11-22,POS,9570.44
TX-01923,CO-0123,2023-12-15,app_movil,12084.06
TX-01924,CO-0124,2024-06-16,app_movil,11016.74
TX-01925,CO-0125,2023-10-30,online,47402.32
TX-01926,CO-0126,2024-06-17,online,19466.29
TX-01927,CO-0127,2023-12-06,transferencia,27396.62
TX-01928,CO-0128,2024-12-10,POS,34971.56
TX-01929,CO-0129,2023-11-14,online,27532.91
TX-01930,CO-0130,2024-12-08,online,18328.23
TX-01931,CO-0131,2023-04-16,ATM,6742.03
TX-01932,CO-0132,2023-12-19,transferencia,2742.02
TX-01933,CO-0133,2023-01-27,transferencia,28712.8
TX-01934,CO-0134,2023-08-24,online,36158.04
TX-01935,CO-0135,2024-09-03,POS,49363.48
TX-01936,CO-0136,2023-04-28,app_movil,49677.75
TX-01937,CO-0137,2024-03-12,POS,38134.02
TX-01938,CO-0138,2023-04-16,POS,7926.46
TX-01939,CO-0139,2023-05-01,transferencia,30561.76
TX-01940,CO-0140,2023-08-08,ATM,42665.49
TX-01941,CO-0141,2024-09-29,online,8862.42
TX-01942,CO-0142,2023-06-25,app_movil,3205.95
TX-01943,CO-0143,2024-08-03,POS,44810.01
TX-01944,CO-0144,2023-08-02,online,18230.33
TX-01945,CO-0145,2023-06-29,app_movil,45356.36
TX-01946,CO-0146,2023-11-16,transferencia,27174.44
TX-01947,CO-0147,2024-05-23,online,16169.68
TX-01948,CO-0148,2023-02-23,transferencia,43079.91
TX-01949,CO-0149,2023-12-12,transferencia,46169.82
TX-01950,CO-0150,2023-12-06,POS,30816.09
TX-01951,CO-0151,2024-09-17,ATM,13124.4
TX-01952,CO-0152,2023-11-03,transferencia,39260.03
TX-01953,CO-0153,2023-07-07,app_movil,25365.83
TX-01954,CO-0154,2024-04-20,POS,7119.55
TX-01955,CO-0155,2023-06-28,transferencia,9033.96
TX-01956,CO-0156,2023-10-16,ATM,40852.63
TX-01957,CO-0157,2023-11-28,ATM,18907.88
TX-01958,CO-0158,2024-08-27,online,23207.14
TX-01959,CO-0159,2023-12-03,POS,33649.54
TX-01960,CO-0160,2024-10-09,transferencia,11187.97
TX-01961,CO-0161,2024-09-09,online,30459.18
TX-01962,CO-0162,2024-10-22,online,47199.96
TX-01963,CO-0163,2024-11-26,transferencia,23679.32
TX-01964,CO-0164,2024-07-15,transferencia,2217.65
TX-01965,CO-0165,2023-05-06,app_movil,38309.66
TX-01966,CO-0166,2024-08-01,ATM,42532.02
TX-01967,CO-0167,2023-10-16,POS,33475.85
TX-01968,CO-0168,2024-09-25,app_movil,42481.52
TX-01969,CO-0169,2024-06-16,online,24542.68
TX-01970,CO-0170,2023-11-03,online,4459.71
TX-01971,CO-0171,2024-10-04,POS,9356.49
TX-01972,CO-0172,2024-07-14,transferencia,41659.64
TX-01973,CO-0173,2023-05-04,online,5980.34
TX-01974,CO-0174,2023-01-03,online,37958.93
TX-01975,CO-0175,2023-01-31,transferencia,32871.85
TX-01976,CO-0176,2023-08-05,app_movil,13786.98
TX-01977,CO-0177,2024-07-23,transferencia,39411.09
TX-01978,CO-0178,2024-07-05,online,41490.26
TX-01979,CO-0179,2024-09-26,POS,20467.29
TX-01980,CO-0180,2024-11-19,POS,19439.28
TX-01981,CO-0181,2024-10-22,app_movil,42547.5
TX-01982,CO-0182,2023-12-29,POS,35584.93
TX-01983,CO-0183,2024-08-23,transferencia,18278.33
TX-01984,CO-0184,2023-09-25,online,10282.69
TX-01985,CO-0185,2024-01-03,app_movil,10233.83
TX-01986,CO-0186,2023-09-06,online,34638.55
TX-01987,CO-0187,2023-04-26,transferencia,43536.66
TX-01988,CO-0188,2023-08-28,POS,36045.69
TX-01989,CO-0189,2023-09-30,ATM,10109.82
TX-01990,CO-0190,2023-04-11,app_movil,33461.53
TX-01991,CO-0191,2024-06-06,transferencia,12007.06
TX-01992,CO-0192,2024-11-22,transferencia,3438.91
TX-01993,CO-0193,2023-02-25,transferencia,9060.66
TX-01994,CO-0194,2024-05-17,ATM,5619.65
TX-01995,CO-0195,2023-04-25,online,17669.35
TX-01996,CO-0196,2024-09-29,ATM,43519.79
TX-01997,CO-0197,2023-05-17,ATM,14739.86
TX-01998,CO-0198,2024-10-31,POS,40037.88
TX-01999,CO-0199,2024-11-23,POS,24726.27
TX-02000,CO-0200,2024-04-29,POS,36945.58
TX-02001,CO-0201,2023-09-09,POS,11169.32
TX-02002,CO-0202,2023-06-16,app_movil,8172.98
TX-02003,CO-0203,2024-03-04,transferencia,24330.54
TX-02004,CO-0204,2024-04-07,POS,19274.91
TX-02005,CO-0205,2023-04-19,POS,6853.81
TX-02006,CO-0206,2024-10-13,app_movil,14231.07
TX-02007,CO-0207,2024-12-13,transferencia,5822.41
TX-02008,CO-0208,2023-09-20,POS,11998.68
TX-02009,CO-0209,2023-05-16,transferencia,1362.65
