transaccionId,cuentaId,monto,fecha,bancoDestino
TX-02348,CU-0853,49225.71,2024-09-24,Industrial
TX-02349,CU-0867,22893.82,2023-12-04,HSBC
TX-02350,CU-0859,34980.26,2023-09-12,BAC
TX-02352,CU-0899,4141.63,2024-08-03,Davivienda
TX-02354,CU-0858,12565.71,2024-10-29,Citibank
TX-02356,CU-0876,49601.63,2024-07-19,Citibank
TX-02358,CU-0888,24543.52,2023-01-14,Banistmo
TX-02359,CU-0874,44104.03,2024-06-11,Banistmo
TX-02362,CU-0871,37685.6,2024-07-11,Banrural
TX-02363,CU-0876,42663.48,2023-10-04,Industrial
TX-02364,CU-0877,27027.4,2024-07-27,Banistmo
TX-02365,CU-0869,46320.65,2023-04-20,HSBC
TX-02366,CU-0902,33488.6,2024-10-11,BAC
TX-02369,CU-0876,21415.52,2024-07-20,G&T Continental
TX-02370,CU-0901,34252.16,2023-08-14,Banistmo
TX-02371,CU-0888,31039.77,2023-12-27,G&T Continental
TX-02376,CU-0904,18708.73,2023-07-31,Citibank
TX-02377,CU-0882,33881.05,2023-07-21,G&T Continental
TX-02378,CU-0901,8201.1,2024-06-02,HSBC
TX-02379,CU-0909,39438.08,2024-04-01,G&T Continental
TX-02380,CU-0890,5521.07,2024-01-25,BAC
TX-02382,CU-0924,9859.47,2023-08-09,Banistmo
TX-02383,CU-0887,765.17,2024-04-03,Davivienda
TX-02385,CU-0922,20372.24,2024-03-25,Citibank
TX-02386,CU-0910,6244.02,2023-09-06,Citibank
TX-02387,CU-0920,25306.87,2024-09-03,G&T Continental
TX-02388,CU-0938,6310.7,2023-04-17,HSBC
TX-02390,CU-0932,22576.38,2024-10-27,Citibank
TX-02391,CU-0936,15303.81,2023-08-06,Banrural
TX-02392,CU-0938,1013.32,2024-01-04,Banrural
TX-02393,CU-0925,34247.24,2023-11-02,Banrural
TX-02394,CU-0932,23763.76,2024-06-14,Banistmo
TX-02396,CU-0900,18723.19,2024-10-19,Davivienda
TX-02397,CU-0921,29147.91,2023-04-12,Citibank
TX-02398,CU-0910,24321.96,2023-08-06,BAC
TX-02400,CU-0905,44740.81,2024-06-15,HSBC
TX-02402,CU-0924,30211.03,2024-04-11,BAC
TX-02403,CU-0916,12544.55,2023-01-04,BAC
TX-02404,CU-0931,17887.3,2023-05-08,Banrural
TX-02405,CU-0925,23975.62,2023-08-05,Industrial
TX-02410,CU-0957,29489.37,2023-02-23,HSBC
TX-02411,CU-0917,44432.42,2023-11-09,Banistmo
TX-02413,CU-0959,1284.82,2024-07-29,G&T Continental
TX-02414,CU-0923,35035.84,2023-04-02,G&T Continental
TX-02417,CU-0934,21406.6,2023-02-13,Davivienda
TX-02419,CU-0945,45661.3,2023-07-12,Banrural
TX-02421,CU-0966,43361.04,2023-11-26,Citibank
TX-02424,CU-0956,24527.73,2024-03-09,HSBC
TX-02425,CU-0959,172.62,2023-06-21,G&T Continental
TX-02426,CU-0970,17828.3,2023-08-04,Banrural
TX-02427,CU-0959,36857.3,2023-08-08,Industrial
TX-02428,CU-0936,14434.04,2024-06-02,G&T Continental
TX-02429,CU-0938,28100.77,2023-05-11,G&T Continental
TX-02430,CU-0945,31166.62,2023-07-16,Davivienda
TX-02431,CU-0937,48223.98,2023-12-27,Davivienda
TX-02433,CU-0955,28258.07,2024-12-30,Davivienda
TX-02435,CU-0948,27281.69,2024-11-11,BAC
TX-02436,CU-0939,8983.74,2023-04-16,G&T Continental
TX-02437,CU-0957,8951.54,2024-03-03,Banrural
TX-02439,CU-0946,31399.18,2024-02-27,Davivienda
TX-02440,CU-0967,10153.59,2024-05-01,Citibank
TX-02442,CU-0960,33952.91,2024-10-16,Citibank
TX-02444,CU-0953,16891.28,2023-10-03,Citibank
TX-02445,CU-0959,28135.89,2023-07-12,G&T Continental
TX-02446,CU-0991,12374.61,2023-07-25,Citibank
TX-02448,CU-0979,19053.92,2023-07-06,Banrural
TX-02451,CU-0967,24777.21,2024-08-05,G&T Continental
TX-02453,CU-0963,28102.36,2024-11-29,Citibank
TX-02454,CU-0974,4182.74,2024-12-13,BAC
TX-02455,CU-0987,16849.19,2024-05-21,Citibank
TX-02456,CU-1002,44933.41,2024-04-08,BAC
TX-02459,CU-0991,3489.18,2024-01-30,G&T Continental
TX-02460,CU-0975,43162.97,2023-03-28,Banistmo
TX-02462,CU-1009,17002.26,2024-03-25,Industrial
TX-02464,CU-0996,38168.63,2024-07-15,BAC
TX-02465,CU-1013,14976.66,2023-09-19,Citibank
TX-02466,CU-0988,38459.36,2023-06-21,BAC
TX-02468,CU-1009,27582.3,2024-11-29,G&T Continental
TX-02469,CU-0970,5780.58,2023-05-08,Banrural
TX-02472,CU-1012,39182.07,2023-09-18,Industrial
TX-02473,CU-1009,22617.22,2023-11-24,Davivienda
TX-02475,CU-1011,12682.71,2024-07-03,Davivienda
TX-02476,CU-1000,18376.92,2023-08-31,Banrural
TX-02479,CU-0984,6155.26,2023-09-23,Industrial
TX-02480,CU-1025,8078.25,2024-09-14,G&T Continental
TX-02482,CU-1012,3879.68,2024-04-25,BAC
TX-02483,CU-1000,6772.41,2023-12-25,Banistmo
TX-02484,CU-0993,26573.88,2023-02-22,Davivienda
TX-02485,CU-1017,27521.53,2023-07-04,Davivienda
TX-02486,CU-1027,1783.61,2023-04-28,Industrial
TX-02488,CU-1019,22257.52,2023-09-15,Banistmo
TX-02492,CU-1006,49840.46,2024-10-19,G&T Continental
TX-02493,CU-1012,3812.95,2024-01-26,BAC
TX-02494,CU-1022,24812.01,2023-08-01,Industrial
TX-02495,CU-1001,4182.64,2023-11-05,HSBC
TX-02496,CU-1043,6968.89,2023-11-29,G&T Continental
TX-02497,CU-1042,9356.47,2024-09-01,G&T Continental
TX-02498,CU-1011,42444.04,2023-12-30,BAC
TX-02499,CU-1019,11068.1,2023-06-30,G&T Continental
TX-02500,CU-1050,335.73,2024-03-19,Industrial
