transaccionId,monto,fecha,descripcion,estado,esSospechosa,canal,moneda,categoriaGasto,horaLocal
TX-01966,42532.02,2024-08-01,Iure possimus neque minus.,aprobada,false,ATM,GTQ,transporte,13
TX-01967,33475.85,2023-10-16,Inventore natus sunt.,pendiente,false,POS,GTQ,ropa,10
TX-01968,42481.52,2024-09-25,Asperiores magnam.,aprobada,false,app_movil,GTQ,educacion,20
TX-01969,24542.68,2024-06-16,Cupiditate voluptas laborum rem.,aprobada,false,online,GTQ,educacion,19
TX-01970,4459.71,2023-11-03,Inventore nostrum soluta.,aprobada,false,online,GTQ,retiro_efectivo,5
TX-01971,9356.49,2024-10-04,Cupiditate aliquid.,pendiente,false,POS,USD,viajes,16
TX-01972,41659.64,2024-07-14,Quae dolorem iste excepturi.,aprobada,false,transferencia,GTQ,ropa,1
TX-01973,5980.34,2023-05-04,Facere illum repellat.,aprobada,false,online,GTQ,transferencia,9
TX-01974,37958.93,2023-01-03,Officiis alias.,aprobada,false,online,USD,servicios,14
TX-01975,32871.85,2023-01-31,Delectus distinctio rem repudiandae.,rechazada,false,transferencia,USD,viajes,12
TX-01976,13786.98,2023-08-05,Quam ullam adipisci nihil quaerat.,aprobada,false,app_movil,USD,transporte,18
TX-01977,39411.09,2024-07-23,Quasi perspiciatis expedita.,aprobada,false,transferencia,GTQ,transferencia,8
TX-01978,41490.26,2024-07-05,Dolorem exercitationem mollitia nulla.,aprobada,false,online,USD,servicios,18
TX-01979,20467.29,2024-09-26,Porro non saepe commodi reiciendis.,aprobada,false,POS,USD,entretenimiento,22
TX-01980,19439.28,2024-11-19,Ipsum fugiat nam.,aprobada,false,POS,GTQ,educacion,11
TX-01981,42547.5,2024-10-22,Doloremque magni exercitationem.,aprobada,false,app_movil,GTQ,viajes,0
TX-01982,35584.93,2023-12-29,Repellat expedita.,aprobada,false,POS,USD,entretenimiento,5
TX-01983,18278.33,2024-08-23,Commodi vel aspernatur perferendis.,aprobada,false,transferencia,USD,viajes,8
TX-01984,10282.69,2023-09-25,Culpa quia qui.,aprobada,false,online,GTQ,salud,15
TX-01985,10233.83,2024-01-03,Quibusdam reprehenderit.,aprobada,false,app_movil,GTQ,retiro_efectivo,6
TX-01986,34638.55,2023-09-06,Maiores excepturi.,aprobada,false,online,USD,servicios,18
TX-01987,43536.66,2023-04-26,Perferendis commodi recusandae amet expedita.,pendiente,false,transferencia,GTQ,transporte,15
TX-01988,36045.69,2023-08-28,Nam quia aliquid error nostrum.,aprobada,false,POS,USD,transferencia,3
TX-01989,10109.82,2023-09-30,Doloremque labore.,aprobada,false,ATM,GTQ,educacion,6
TX-01990,33461.53,2023-04-11,Reprehenderit sint ex in.,aprobada,false,app_movil,GTQ,retiro_efectivo,0
TX-01991,12007.06,2024-06-06,Occaecati vero asperiores suscipit sint.,aprobada,false,transferencia,GTQ,transferencia,13
TX-01992,3438.91,2024-11-22,Ea quos.,aprobada,false,transferencia,USD,entretenimiento,23
TX-01993,9060.66,2023-02-25,Laudantium id.,aprobada,false,transferencia,GTQ,retiro_efectivo,4
TX-01994,5619.65,2024-05-17,Fugiat praesentium vitae impedit.,aprobada,false,ATM,GTQ,retiro_efectivo,10
TX-01995,17669.35,2023-04-25,Sint voluptatum.,aprobada,false,online,USD,alimentacion,18
TX-01996,43519.79,2024-09-29,Incidunt fuga blanditiis sunt.,rechazada,false,ATM,GTQ,alimentacion,21
TX-01997,14739.86,2023-05-17,Adipisci voluptas atque nihil.,aprobada,false,ATM,GTQ,transporte,16
TX-01998,40037.88,2024-10-31,Possimus inventore saepe voluptatem.,aprobada,false,POS,USD,salud,17
TX-01999,24726.27,2024-11-23,Modi distinctio necessitatibus.,rechazada,false,POS,GTQ,educacion,7
TX-02000,36945.58,2024-04-29,Suscipit quibusdam maxime.,aprobada,false,POS,GTQ,ropa,10
TX-02001,11169.32,2023-09-09,Ducimus occaecati natus fugit.,aprobada,false,POS,USD,retiro_efectivo,15
TX-02002,8172.98,2023-06-16,Repellat illum dolor quos reprehenderit.,aprobada,false,app_movil,GTQ,ropa,16
TX-02003,24330.54,2024-03-04,Ratione debitis.,rechazada,false,transferencia,GTQ,educacion,22
TX-02004,19274.91,2024-04-07,Sapiente quibusdam impedit magnam.,aprobada,false,POS,GTQ,alimentacion,2
TX-02005,6853.81,2023-04-19,Reiciendis reprehenderit iste aliquid reiciendis.,aprobada,false,POS,USD,educacion,16
TX-02006,14231.07,2024-10-13,Placeat quaerat facilis eveniet harum.,aprobada,false,app_movil,GTQ,salud,13
TX-02007,5822.41,2024-12-13,Cum aut dignissimos.,aprobada,false,transferencia,GTQ,ropa,4
TX-02008,11998.68,2023-09-20,Praesentium at maxime reprehenderit.,aprobada,false,POS,USD,viajes,3
TX-02009,1362.65,2023-05-16,Architecto voluptate deserunt quasi.,aprobada,false,transferencia,USD,transporte,10
TX-02010,25441.63,2024-08-22,Facilis quidem aliquam.,rechazada,false,transferencia,USD,educacion,9
TX-02011,36766.97,2024-03-25,Maxime dignissimos dolor ipsam.,aprobada,false,transferencia,GTQ,educacion,8
TX-02012,44965.04,2023-02-26,Impedit iusto.,aprobada,false,ATM,GTQ,educacion,21
TX-02013,33947.6,2024-04-03,Unde inventore sit.,rechazada,false,online,USD,viajes,4
TX-02014,104.75,2023-09-27,Natus dignissimos quod.,aprobada,false,online,USD,ropa,18
TX-02015,12937.19,2024-03-06,Quibusdam est architecto dicta.,aprobada,false,online,GTQ,ropa,9
TX-02016,39912.66,2023-11-22,Ea explicabo eum.,aprobada,false,transferencia,GTQ,entretenimiento,2
TX-02017,26711.73,2024-02-08,Enim vero.,aprobada,false,transferencia,GTQ,ropa,16
TX-02018,11474.58,2023-01-26,Magnam amet vel.,rechazada,false,transferencia,GTQ,transporte,19
TX-02019,7771.22,2023-09-01,Voluptatem quo itaque a.,aprobada,false,transferencia,USD,transporte,9
TX-02020,30472.12,2024-05-26,Expedita corporis nulla nostrum.,aprobada,false,app_movil,GTQ,retiro_efectivo,22
TX-02021,24249.84,2023-05-16,Temporibus magni.,aprobada,false,ATM,USD,servicios,15
TX-02022,41794.17,2023-06-17,Ad perspiciatis.,aprobada,false,online,GTQ,entretenimiento,8
TX-02023,10186.09,2024-06-23,In et hic laborum.,revertida,false,POS,GTQ,educacion,22
TX-02024,23745.59,2023-07-04,Dolores est suscipit.,rechazada,false,ATM,GTQ,servicios,9
TX-02025,14883.13,2023-03-12,Necessitatibus corporis sint neque numquam.,pendiente,false,POS,GTQ,ropa,14
TX-02026,47148.85,2023-02-23,Laboriosam nulla reprehenderit quibusdam.,aprobada,false,app_movil,USD,salud,1
TX-02027,27856.73,2024-10-04,Assumenda repudiandae et.,aprobada,false,transferencia,GTQ,servicios,19
TX-02028,47802.58,2023-06-13,Ullam veritatis possimus deserunt nesciunt.,pendiente,false,ATM,GTQ,alimentacion,7
TX-02029,48383.46,2024-04-16,Est adipisci inventore culpa.,aprobada,false,transferencia,GTQ,retiro_efectivo,6
TX-02030,47209.91,2023-06-12,Necessitatibus occaecati dolor eum.,pendiente,false,ATM,USD,retiro_efectivo,13
TX-02031,36365.76,2024-07-24,Doloribus aut.,aprobada,false,online,GTQ,retiro_efectivo,3
TX-02032,48662.21,2024-11-15,Nulla officiis laboriosam error.,aprobada,false,transferencia,GTQ,transporte,16
TX-02033,13520.73,2024-07-28,Quibusdam nam optio ducimus sapiente.,pendiente,false,transferencia,GTQ,retiro_efectivo,19
TX-02034,113.47,2023-09-19,Libero libero illum sapiente.,aprobada,false,ATM,GTQ,transferencia,20
TX-02035,9411.83,2023-11-13,Eligendi non et perspiciatis vel.,aprobada,false,online,GTQ,educacion,10
TX-02036,4948.56,2024-09-02,Soluta perspiciatis.,aprobada,false,app_movil,GTQ,alimentacion,22
TX-02037,47172.66,2023-07-09,Facere consequatur mollitia placeat.,aprobada,false,transferencia,GTQ,educacion,21
TX-02038,30649.31,2023-03-24,Dolores eos.,rechazada,false,POS,GTQ,servicios,0
TX-02039,11085.29,2023-10-28,Beatae error veritatis quibusdam.,aprobada,false,app_movil,GTQ,alimentacion,6
TX-02040,15296.01,2024-05-06,Occaecati amet provident voluptatibus atque.,aprobada,false,app_movil,GTQ,transferencia,5
TX-02041,44780.94,2023-03-27,Corporis fugit magni recusandae at.,aprobada,false,app_movil,USD,entretenimiento,3
TX-02042,47122.28,2024-03-18,Eaque illum.,aprobada,false,transferencia,USD,transporte,17
TX-02043,28449.39,2024-05-30,Officiis dolores nulla.,aprobada,false,online,USD,entretenimiento,3
TX-02044,14551.04,2024-09-30,Ex consequuntur ad aliquam.,aprobada,false,ATM,GTQ,alimentacion,8
TX-02045,31429.17,2023-03-20,Quaerat nemo totam reprehenderit aperiam.,aprobada,false,transferencia,GTQ,retiro_efectivo,18
TX-02046,23180.97,2024-06-02,Dolor officia nulla facilis.,aprobada,false,POS,GTQ,transporte,18
TX-02047,46561.83,2024-07-01,Eaque nesciunt placeat.,aprobada,false,online,GTQ,ropa,1
TX-02048,23343.86,2024-02-04,Voluptates asperiores iusto omnis.,aprobada,false,POS,GTQ,entretenimiento,4
TX-02049,16981.85,2024-04-27,Est ipsam laudantium.,aprobada,false,app_movil,GTQ,alimentacion,4
TX-02050,19302.92,2024-02-25,Perspiciatis blanditiis minima iure.,revertida,false,POS,USD,ropa,6
TX-02051,29283.47,2024-05-01,Reprehenderit assumenda commodi cupiditate.,aprobada,false,online,USD,salud,7
TX-02052,40853.96,2023-04-04,Cumque asperiores suscipit quaerat.,aprobada,false,app_movil,USD,retiro_efectivo,20
TX-02053,3735.84,2024-02-02,Ipsum porro vel odit.,aprobada,false,online,GTQ,alimentacion,16
TX-02054,29616.22,2023-03-21,Eveniet harum illo tempore.,pendiente,false,POS,GTQ,salud,5
TX-02055,16516.86,2023-04-26,Quidem placeat itaque optio aspernatur.,aprobada,false,app_movil,GTQ,transferencia,4
TX-02056,43525.89,2023-03-30,Optio ad voluptas consectetur magnam.,aprobada,false,POS,GTQ,viajes,23
TX-02057,18152.81,2024-01-28,Consequatur temporibus laborum inventore.,aprobada,false,app_movil,USD,educacion,0
TX-02058,17528.14,2023-06-06,Voluptas explicabo consequatur occaecati.,aprobada,false,ATM,GTQ,ropa,21
TX-02059,47686.5,2024-12-21,Iure praesentium aliquid adipisci.,aprobada,false,app_movil,GTQ,servicios,10
TX-02060,30099.5,2023-11-01,Expedita optio.,aprobada,false,POS,GTQ,transferencia,13
TX-02061,19250.02,2023-08-19,Explicabo praesentium sunt facilis.,revertida,false,POS,GTQ,educacion,6
TX-02062,7968.77,2023-09-19,Tenetur in iure quaerat dicta.,aprobada,false,ATM,GTQ,servicios,14
TX-02063,20473.1,2024-12-15,Corrupti ratione.,rechazada,false,ATM,GTQ,transporte,5
TX-02064,603.26,2023-12-31,Occaecati voluptatem architecto.,aprobada,false,app_movil,USD,ropa,18
TX-02065,36205.82,2023-06-24,Ipsam magnam cupiditate.,pendiente,false,ATM,GTQ,ropa,9
TX-02066,48504.78,2023-05-31,Ratione nesciunt quasi molestiae sit.,aprobada,false,app_movil,GTQ,transferencia,8
TX-02067,13597.98,2024-05-08,Quos ea perspiciatis blanditiis atque.,aprobada,false,POS,GTQ,viajes,12
TX-02068,42525.17,2024-06-07,Vel incidunt.,aprobada,false,ATM,GTQ,salud,9
TX-02069,6151.84,2024-01-25,Quo ad ipsa.,aprobada,false,app_movil,USD,salud,1
TX-02070,18532.36,2023-04-05,Ab dolorum esse sequi excepturi.,pendiente,false,transferencia,GTQ,ropa,19
TX-02071,251.49,2023-12-22,Tempore quae voluptate quibusdam.,aprobada,false,ATM,GTQ,educacion,8
TX-02072,48786.72,2023-03-04,Aut dicta.,aprobada,false,app_movil,USD,viajes,19
TX-02073,40231.79,2023-09-04,Ad laborum dolore corrupti.,rechazada,false,POS,GTQ,ropa,16
TX-02074,47369.44,2023-08-18,Nihil aut.,pendiente,false,transferencia,GTQ,ropa,20
TX-02075,18659.12,2024-09-19,Iste minima sit qui.,aprobada,false,transferencia,GTQ,transferencia,14
TX-02076,6657.96,2023-10-27,Cupiditate animi placeat aperiam.,rechazada,false,app_movil,USD,transferencia,8
TX-02077,38435.11,2023-11-07,Laudantium occaecati amet rerum labore.,aprobada,false,POS,GTQ,retiro_efectivo,23
TX-02078,20185.28,2023-09-19,Reiciendis quasi nemo.,aprobada,false,app_movil,GTQ,servicios,10
TX-02079,3095.92,2024-12-10,Inventore veniam distinctio.,pendiente,false,transferencia,USD,servicios,10
TX-02080,46321.12,2023-11-22,Nesciunt deleniti eaque laboriosam ratione.,aprobada,false,app_movil,GTQ,retiro_efectivo,15
TX-02081,27171.25,2024-02-18,Ut illum.,aprobada,false,transferencia,USD,retiro_efectivo,0
TX-02082,18662.89,2023-04-21,Rem vel necessitatibus.,aprobada,false,transferencia,USD,transferencia,8
TX-02083,20642.28,2023-03-14,Iusto error nobis deleniti.,pendiente,false,ATM,GTQ,transferencia,9
TX-02084,16816.82,2023-08-10,Sed voluptatem voluptatibus hic neque.,aprobada,false,ATM,GTQ,transporte,14
TX-02085,7353.3,2024-09-29,Asperiores natus.,aprobada,false,POS,USD,ropa,23
TX-02086,15915.22,2024-07-26,Quia ut.,rechazada,false,app_movil,USD,ropa,6
TX-02087,40734.3,2023-02-12,Vero error deleniti.,aprobada,false,online,GTQ,salud,6
TX-02088,31564.09,2023-03-08,Ex doloremque esse delectus.,aprobada,false,ATM,GTQ,viajes,21
TX-02089,47890.09,2023-06-11,Consequuntur ab totam temporibus.,aprobada,false,POS,USD,educacion,19
TX-02090,21374.16,2023-12-02,Saepe beatae.,aprobada,false,POS,GTQ,alimentacion,6
TX-02091,35460.91,2024-06-20,Vero adipisci officiis doloribus.,aprobada,false,ATM,USD,educacion,4
TX-02092,3889.87,2023-07-14,Magnam numquam eveniet.,aprobada,false,POS,USD,salud,14
TX-02093,30959.25,2023-04-14,Repellendus quae illo.,pendiente,false,app_movil,GTQ,viajes,0
TX-02094,27598.93,2024-05-02,Ad repellendus natus.,rechazada,false,transferencia,USD,salud,1
TX-02095,40100.0,2023-05-27,Quisquam repellendus mollitia animi non.,aprobada,false,POS,GTQ,transferencia,13
TX-02096,46324.57,2023-03-28,Harum soluta odit totam.,aprobada,false,online,GTQ,viajes,13
TX-02097,14609.9,2023-01-02,Facere amet praesentium.,aprobada,false,app_movil,GTQ,servicios,15
TX-02098,6621.93,2024-10-06,Nulla inventore dolorem eum.,aprobada,false,transferencia,GTQ,viajes,6
TX-02099,444.19,2023-04-07,Repudiandae necessitatibus.,aprobada,false,POS,GTQ,ropa,17
TX-02100,333.6,2023-03-05,Animi numquam impedit.,rechazada,false,app_movil,USD,transporte,1
TX-02101,6629.1,2023-04-30,Aut molestias tempora maxime.,aprobada,false,ATM,GTQ,viajes,4
TX-02102,2101.46,2023-04-09,Magnam praesentium earum.,aprobada,false,ATM,USD,alimentacion,19
TX-02103,45434.14,2024-01-23,Nesciunt sapiente.,aprobada,false,POS,GTQ,educacion,17
TX-02104,39147.11,2024-04-19,Itaque praesentium at.,aprobada,false,POS,GTQ,retiro_efectivo,0
TX-02105,41941.56,2023-04-23,Vitae corrupti sequi necessitatibus.,pendiente,false,POS,GTQ,educacion,1
TX-02106,41798.92,2024-07-26,Perspiciatis accusamus sapiente dolorum doloribus.,aprobada,false,app_movil,GTQ,entretenimiento,7
TX-02107,12871.98,2023-05-19,Libero aliquid.,aprobada,false,transferencia,USD,transferencia,12
TX-02108,19313.43,2024-03-19,Impedit vero.,pendiente,false,transferencia,GTQ,transporte,20
TX-02109,43382.87,2023-06-09,Autem nostrum.,aprobada,false,app_movil,USD,educacion,0
TX-02110,15814.11,2023-02-06,Voluptate quos possimus.,rechazada,false,transferencia,USD,educacion,12
TX-02111,4190.59,2024-06-14,Modi sint numquam.,pendiente,false,ATM,GTQ,entretenimiento,22
TX-02112,26248.48,2023-12-06,Temporibus saepe earum perspiciatis.,pendiente,false,online,GTQ,ropa,20
TX-02113,49144.02,2023-06-24,Voluptates unde velit voluptatem.,aprobada,false,online,GTQ,educacion,0
TX-02114,10771.32,2024-01-19,Nihil sapiente ex.,aprobada,false,ATM,GTQ,transporte,13
TX-02115,25164.28,2024-05-24,Est veritatis perferendis.,aprobada,false,online,USD,salud,9
TX-02116,20036.99,2024-12-07,Repellat veniam.,aprobada,false,ATM,GTQ,entretenimiento,0
TX-02117,20771.89,2024-03-11,Vero ratione libero.,aprobada,false,POS,USD,servicios,16
TX-02118,8902.56,2024-05-15,Minus voluptatibus.,aprobada,false,transferencia,GTQ,servicios,5
TX-02119,2204.41,2023-11-03,Sapiente eaque magni autem sed.,pendiente,false,transferencia,GTQ,salud,1
TX-02120,20876.75,2024-04-04,Quibusdam eligendi enim.,aprobada,false,transferencia,USD,viajes,12
TX-02121,31642.03,2024-12-27,Impedit modi.,aprobada,false,app_movil,GTQ,viajes,1
TX-02122,29914.92,2024-10-14,Vel vero laboriosam.,pendiente,false,online,GTQ,servicios,19
TX-02123,41088.75,2024-09-01,Pariatur quis voluptatum.,aprobada,false,app_movil,GTQ,educacion,9
TX-02124,25111.46,2023-09-29,Nam laudantium laborum consequuntur.,revertida,false,online,USD,viajes,20
TX-02125,47329.9,2023-09-09,Impedit voluptatibus placeat veritatis ea.,aprobada,false,app_movil,GTQ,servicios,22
TX-02126,8373.94,2024-05-29,Velit incidunt reprehenderit voluptate.,aprobada,false,ATM,USD,salud,8
TX-02127,45446.97,2024-04-20,Maxime repellat dicta.,aprobada,false,ATM,USD,entretenimiento,16
TX-02128,38377.85,2024-03-12,Cupiditate maiores sit.,pendiente,false,ATM,USD,educacion,14
TX-02129,14483.67,2024-05-26,Temporibus eius.,rechazada,false,transferencia,USD,transferencia,20
TX-02130,34432.77,2023-12-17,Vitae dolores numquam corrupti excepturi.,rechazada,false,online,GTQ,alimentacion,13
TX-02131,1405.42,2024-10-20,Labore repellendus sequi repellat praesentium.,aprobada,false,POS,GTQ,educacion,23
TX-02132,37842.73,2024-07-30,Magni possimus ullam.,aprobada,false,app_movil,GTQ,salud,10
TX-02133,49162.21,2023-08-09,Fugiat tempora perferendis.,aprobada,false,transferencia,GTQ,salud,5
TX-02134,12242.36,2023-12-24,Natus id eaque dolorum.,aprobada,false,online,GTQ,retiro_efectivo,23
TX-02135,29937.53,2024-03-01,Cupiditate cumque doloribus.,rechazada,false,ATM,USD,servicios,16
TX-02136,45082.5,2023-06-02,Nihil odit facilis quas.,aprobada,false,online,GTQ,salud,19
TX-02137,46.2,2023-07-26,Odio ducimus.,rechazada,false,transferencia,GTQ,servicios,17
TX-02138,3908.65,2024-01-10,Vitae quia itaque.,aprobada,false,POS,GTQ,servicios,19
TX-02139,43833.65,2023-04-28,Quia ducimus ipsum enim.,revertida,false,POS,USD,ropa,9
TX-02140,31839.05,2023-06-07,Vero qui provident.,aprobada,false,transferencia,GTQ,ropa,3
TX-02141,27445.2,2023-04-26,Laudantium nisi architecto ducimus.,aprobada,false,online,GTQ,servicios,5
TX-02142,1962.23,2023-03-07,Quisquam voluptate asperiores consequuntur.,pendiente,false,app_movil,GTQ,transferencia,10
TX-02143,18462.5,2024-03-25,Dolorum eos tempora laudantium repellendus.,aprobada,false,online,USD,transferencia,0
TX-02144,43588.95,2024-01-15,Enim veritatis mollitia.,rechazada,false,ATM,GTQ,transferencia,3
TX-02145,1531.07,2024-08-15,Excepturi dolores velit ab.,aprobada,false,POS,USD,educacion,1
TX-02146,22976.91,2023-08-19,Esse aperiam quaerat inventore assumenda.,aprobada,false,POS,GTQ,alimentacion,4
TX-02147,28297.34,2023-05-30,Laboriosam error fugiat temporibus.,aprobada,false,online,GTQ,viajes,12
TX-02148,41712.31,2024-06-22,Minus eaque.,aprobada,false,transferencia,GTQ,salud,0
TX-02149,20864.9,2023-08-20,Consequatur ut aliquam.,pendiente,false,app_movil,GTQ,transporte,14
TX-02150,37332.72,2024-04-14,Ex totam expedita accusamus.,aprobada,false,ATM,GTQ,transferencia,2
TX-02151,13823.3,2023-09-30,Maiores ea voluptate.,aprobada,false,app_movil,USD,entretenimiento,2
TX-02152,29600.07,2023-02-01,Possimus eos at quia.,aprobada,false,online,USD,educacion,4
TX-02153,47025.58,2024-06-02,Exercitationem porro ratione nobis quas.,aprobada,false,POS,USD,retiro_efectivo,9
TX-02154,24866.13,2024-12-26,Quis mollitia nemo quos.,pendiente,false,POS,USD,retiro_efectivo,13
TX-02155,43604.91,2023-12-31,Dolor sapiente facilis at.,aprobada,false,online,GTQ,servicios,9
TX-02156,14647.94,2023-12-11,Illo debitis commodi molestiae sed.,aprobada,false,transferencia,GTQ,retiro_efectivo,18
TX-02157,32588.01,2023-12-08,Vel accusantium.,pendiente,false,app_movil,USD,servicios,5
TX-02158,27164.56,2023-07-11,Veniam accusantium consectetur similique.,pendiente,false,transferencia,USD,educacion,18
TX-02159,36406.94,2023-10-14,Numquam est excepturi animi.,aprobada,false,online,GTQ,alimentacion,0
TX-02160,29581.65,2024-02-14,Id veniam eveniet perferendis rerum.,aprobada,false,online,GTQ,servicios,20
TX-02161,18594.52,2024-08-02,Cum soluta reiciendis molestias praesentium.,aprobada,false,online,USD,alimentacion,8
TX-02162,31001.08,2024-01-25,Odio voluptas est.,aprobada,false,app_movil,GTQ,entretenimiento,22
TX-02163,8844.54,2023-08-09,Facilis nam.,revertida,false,app_movil,GTQ,ropa,19
TX-02164,37305.37,2024-10-05,Neque accusamus.,rechazada,false,POS,USD,ropa,1
TX-02165,16740.39,2024-11-05,Hic quos minus minus laborum.,aprobada,false,ATM,GTQ,ropa,19
TX-02166,42135.09,2024-05-14,Quibusdam quidem cum consequuntur.,aprobada,false,ATM,GTQ,salud,14
TX-02167,15579.64,2024-06-27,Delectus unde molestias tempore.,aprobada,false,online,USD,servicios,5
TX-02168,49990.66,2023-04-30,Corporis illo.,rechazada,false,POS,GTQ,ropa,7
TX-02169,10319.88,2024-07-24,Eaque unde.,aprobada,false,ATM,GTQ,entretenimiento,21
TX-02170,8826.15,2023-12-11,Ratione doloribus nemo.,pendiente,false,transferencia,GTQ,viajes,20
TX-02171,27664.2,2024-07-14,Dolore aperiam sint explicabo.,aprobada,false,online,GTQ,servicios,7
TX-02172,47546.58,2024-09-15,Animi amet provident.,pendiente,false,ATM,GTQ,retiro_efectivo,10
TX-02173,45699.98,2023-10-13,Quisquam sit.,aprobada,false,POS,GTQ,entretenimiento,1
TX-02174,45431.61,2023-08-07,Iusto consequatur consectetur officia.,aprobada,false,ATM,GTQ,educacion,23
TX-02175,21528.75,2023-06-07,Nam nisi.,aprobada,false,ATM,GTQ,transferencia,3
TX-02176,33050.25,2024-11-08,Deleniti necessitatibus eveniet aperiam.,aprobada,false,transferencia,USD,servicios,13
TX-02177,34735.21,2024-05-07,Quod odio.,aprobada,false,ATM,GTQ,ropa,21
TX-02178,2366.51,2024-08-27,Ipsam vel id ut.,aprobada,false,app_movil,GTQ,ropa,4
TX-02179,30801.72,2023-04-17,Error repellendus modi fuga.,aprobada,false,app_movil,GTQ,entretenimiento,12
TX-02180,48290.77,2024-02-10,Eveniet itaque dignissimos dignissimos earum.,revertida,false,transferencia,GTQ,transferencia,10
TX-02181,21024.37,2024-08-08,Delectus consequatur illo tempora.,rechazada,false,online,GTQ,transporte,2
TX-02182,15998.89,2024-10-14,Eum ex aspernatur.,rechazada,false,POS,USD,ropa,2
TX-02183,19348.16,2023-05-09,Aspernatur inventore.,aprobada,false,POS,GTQ,alimentacion,5
TX-02184,12283.98,2024-02-23,Delectus impedit culpa.,aprobada,false,POS,GTQ,salud,22
TX-02185,16273.63,2023-06-25,Laboriosam voluptates at.,aprobada,false,POS,GTQ,transporte,17
TX-02186,4672.73,2024-12-12,Delectus alias recusandae.,aprobada,false,online,USD,servicios,12
TX-02187,25782.87,2024-03-24,Quo quaerat eligendi.,aprobada,false,ATM,GTQ,educacion,19
TX-02188,15402.96,2023-07-23,Vitae animi illum saepe.,aprobada,false,online,GTQ,servicios,8
TX-02189,38167.69,2024-04-06,Sint dignissimos ipsum.,aprobada,false,online,USD,servicios,21
TX-02190,44433.19,2024-03-06,Incidunt quo.,pendiente,false,POS,USD,ropa,20
TX-02191,4863.6,2023-09-08,Molestias nam quisquam.,rechazada,false,transferencia,GTQ,entretenimiento,6
TX-02192,35292.46,2023-07-21,Asperiores hic nobis.,pendiente,false,ATM,GTQ,servicios,7
TX-02193,25287.28,2024-01-24,Dolore sit facere quae.,aprobada,false,app_movil,GTQ,alimentacion,22
TX-02194,41366.24,2023-12-11,Omnis ad occaecati.,aprobada,false,POS,GTQ,viajes,5
TX-02195,28783.2,2024-11-20,Inventore autem totam doloribus.,aprobada,false,POS,GTQ,retiro_efectivo,12
TX-02196,4103.09,2023-02-18,Fuga illum recusandae.,pendiente,false,ATM,GTQ,transferencia,13
TX-02197,10467.15,2024-01-30,Pariatur hic voluptatum.,aprobada,false,online,USD,educacion,23
TX-02198,35459.83,2023-03-07,Quae rerum nostrum.,aprobada,false,POS,GTQ,educacion,20
TX-02199,28444.55,2024-06-16,Expedita facilis deleniti.,aprobada,false,online,GTQ,salud,6
TX-02200,366.1,2023-03-10,Soluta non sed.,aprobada,false,app_movil,GTQ,entretenimiento,1
TX-02201,5292.69,2024-10-09,Eligendi possimus doloribus porro.,aprobada,false,transferencia,GTQ,retiro_efectivo,15
TX-02202,33853.36,2024-10-08,Rem repellat mollitia.,aprobada,false,ATM,GTQ,servicios,22
TX-02203,29624.76,2023-08-14,Molestias reiciendis.,aprobada,false,POS,GTQ,transporte,16
TX-02204,43763.68,2023-05-12,Iusto nemo possimus deleniti.,revertida,false,transferencia,GTQ,ropa,15
TX-02205,23273.17,2024-01-06,Quasi illo nobis.,aprobada,false,transferencia,GTQ,alimentacion,2
TX-02206,21557.73,2024-03-26,Maiores autem ab itaque.,aprobada,false,POS,GTQ,ropa,16
TX-02207,6567.06,2024-09-03,Eligendi repudiandae illum.,aprobada,false,ATM,USD,ropa,13
TX-02208,11250.04,2024-06-06,Sequi sapiente.,aprobada,false,transferencia,GTQ,viajes,19
TX-02209,4030.44,2024-05-15,Labore totam asperiores.,pendiente,false,online,GTQ,salud,23
TX-02210,45044.53,2024-08-06,Voluptatem deserunt.,aprobada,false,transferencia,GTQ,salud,14
TX-02211,47509.5,2023-07-06,Numquam cum illo.,aprobada,false,app_movil,USD,ropa,21
TX-02212,21159.44,2024-01-14,Quod fuga quod praesentium commodi.,aprobada,false,ATM,GTQ,retiro_efectivo,15
TX-02213,37675.21,2024-03-10,Placeat quaerat.,pendiente,false,online,GTQ,ropa,13
TX-02214,5494.49,2023-06-23,Expedita quis a officia.,aprobada,false,ATM,GTQ,ropa,19
TX-02215,8616.03,2023-04-06,Sequi dicta accusamus.,aprobada,false,ATM,USD,salud,13
TX-02216,1184.38,2023-07-26,Quia vitae nobis eveniet.,aprobada,false,ATM,GTQ,alimentacion,10
TX-02217,20796.74,2024-10-11,Exercitationem asperiores molestias.,aprobada,false,online,USD,servicios,18
TX-02218,37247.62,2024-03-14,Nostrum praesentium eligendi.,aprobada,false,online,GTQ,educacion,20
TX-02219,5753.87,2024-05-15,Recusandae eveniet.,aprobada,false,transferencia,GTQ,retiro_efectivo,4
TX-02220,44715.44,2023-11-30,Ipsum accusamus ducimus.,aprobada,false,POS,GTQ,servicios,4
TX-02221,44994.3,2023-12-26,Accusamus officia.,revertida,false,online,GTQ,transporte,1
TX-02222,38209.72,2024-01-24,At atque occaecati.,aprobada,false,ATM,GTQ,retiro_efectivo,9
TX-02223,34668.54,2024-09-26,Occaecati corrupti quis voluptatibus.,aprobada,false,app_movil,GTQ,viajes,10
TX-02224,24524.49,2023-09-30,Magni officia accusantium enim cumque.,aprobada,false,ATM,GTQ,servicios,17
